MBLNR|MJAHR|BLDAT|BUDAT|WERKS|MATNR|MENGE|MEINS|BWART|NETWR|WAERS|LIFNR
5916913498|2025|18012025|09012025|IN02  |FUEL_DIESEL_883|4304.434|L|101|338583.26|INR|91434631
5849167215|2025|22.02.2025|18-Mar-2025|IN02  |FUEL_NATURAL_GAS_783|1824.725|M3|101|179237.15|INR|33992282
5469473283|2025|04012025|04012025|MUM01 |FUEL_PETROL_948|3047.115|L|101|299305.01|INR|00561252
5314895126|2025|09032025|23092025|CHI03 |FUEL_HEAVY_FUEL_OIL_126|94.869|MT|101|9979.34|USD|71829490
5694254527|2025|14022025|26012025|US02  |FUEL_NATURAL_GAS_895|376.485|M3|101|43244.87|USD|34801116
5379725429|2025|01012025|02012025|UK01  |FUEL_NATURAL_GAS_414|1726.289|M3|101|193250.69|GBP|13220631
5841423024|2025|11022025|01.02.2025|UK01  |FUEL_DIESEL_192|4420.398|L|101|408824.15|GBP|98602943
5886730109|2025|"=""26.01.2025"""|24012025|FRA01 |FUEL_PETROL_171|3310.548|L|101|390454.55|EUR|65058926
5652624092|2025|10032025|18082025|LON02 |FUEL_NATURAL_GAS_421|432.236|M3|101|53416.88|GBP|60276640
5158089601|2025|18072025|23082025|DEL05 |FUEL_DIESEL_351|2208.793|L|101|299546.96|INR|97806707
5409484885|2025|01012025|02012025|DE02  |FUEL_DIESEL_706|1898.216|L|101|254610.75|EUR|27751263
5256848551|2025|27012025|17012025|IN02  |FUEL_DIESEL_692|2436.963|L|101|356307.4|INR|08021536
5049626952|2025|05012025|05012025|LON02 |FUEL_PETROL_964|4374.167|L|101|527616.42|GBP|69424445
5393979544|2026|16092025|10092025|IN02  |FUEL_HEAVY_FUEL_OIL_865|36.38|MT|101|2279.9|INR|24227993
5783656663|2026|15012026|06-Feb-2026|DEL05 |FUEL_PETROL_738|4850.707|L|101|317579.29|INR|86951110
5867146825|2026|26092025|26122025|MUM01 |FUEL_HEAVY_FUEL_OIL_611|35.916|MT|101|4509.63|INR|46331569
5763285312|2025|14.03.2025|06052025|IN01  |FUEL_HEAVY_FUEL_OIL_826|37.321|MT|101|2216.67|INR|25667414
5143584967|2026|25012026|07012026|DEL05 |FUEL_DIESEL_253|3448.217|L|101|474659.38|INR|65656632
5502330701|2025|17012025|14012025|US02  |FUEL_NATURAL_GAS_850|218.497|M3|101|22224.7|USD|20979561
5159406413|2025|05052025|13.03.2025|IN01  |FUEL_DIESEL_431|2589.419|L|101|289220.82|INR|79596441
5646501643|2026|12012025|12082025|IN01  |FUEL_NATURAL_GAS_585|1431.289|M3|101|198256.4|INR|30681575
5676758403|2026|11032025|18082025|DEL05 |FUEL_NATURAL_GAS_665|348.48|M3|101|33886.94|INR|95118574
5526680018|2025|04072025|24.11.2025|IN01  |FUEL_DIESEL_122|610.404|L|101|66438.58|INR|78127626
5844512400|2025|15032025|05012025|DEL05 |FUEL_DIESEL_718|4476.778|L|101|318217.92|INR|13923189
5730810804|2026|26122025|30012025|IN01  |FUEL_PETROL_190|2781.796|L|101|189838.44|INR|70925929
5355189506|2025|14012025|08012025|IN01  |FUEL_PETROL_982|4014.334|L|101|464780.95|INR|62449938
5107795254|2026|09042025|08032026|IN01  |FUEL_NATURAL_GAS_397|443.498|M3|101|63246.07|INR|52089942
5094987838|2026|01122025|24-Mar-2025|US02  |FUEL_NATURAL_GAS_336|1065.297|M3|101|145047.34|USD|20216121
5773443352|2025|12082025|18102025|DE02  |FUEL_PETROL_990|882.845|L|101|79080.41|EUR|72938620
5714286264|2025|28.04.2025|14022025|MUM01 |FUEL_HEAVY_FUEL_OIL_198|7.113|MT|101|419.01|INR|88138067
5432078399|2026|05.05.2025|05022025|MUM01 |FUEL_NATURAL_GAS_879|827.273|M3|101|95213.33|INR|27923700
5371472102|2025|04-Oct-2025|11.07.2025|CHI03 |FUEL_NATURAL_GAS_979|1257.586|M3|101|86305.04|USD|26546697
5215109482|2026|05122025|11102025|UK01  |FUEL_NATURAL_GAS_607|1985.678|M3|101|259596.52|GBP|82087548
5953369493|2025|18022025|06012025|IN02  |FUEL_HEAVY_FUEL_OIL_763|95.043|MT|101|5166.55|INR|95151342
5509448863|2025|06012025|21012025|DE02  |FUEL_HEAVY_FUEL_OIL_537|44.704|MT|101|5161.18|EUR|87644938
5885785804|2025|19022025|26012025|US01  |FUEL_DIESEL_286|4037.392|L|101|540534.22|USD|33758295
5095363234|2025|02102025|08062025|CHI03 |FUEL_HEAVY_FUEL_OIL_718|82.546|MT|101|7922.46|USD|33046355
5295238967|2025|03032025|25-May-2025|IN02  |FUEL_HEAVY_FUEL_OIL_738|38.25|MT|101|3646.72|INR|98370244
5470259910|2025|"=""07.01.2025"""|06012025|CHI03 |FUEL_PETROL_263|2257.445|L|101|181728.67|USD|79136646
5475331089|2026|11032025|16.01.2026|LON02 |FUEL_PETROL_673|3068.891|L|101|460144.95|GBP|69737462
5351460151|2026|14022026|23.12.2025|UK01  |FUEL_HEAVY_FUEL_OIL_416|50.938|MT|101|5372.08|GBP|58448060
5769276442|2025|21022025|03012025|LON02 |FUEL_NATURAL_GAS_794|1227.171|M3|101|72558.24|GBP|93967997
5555269884|2025|16012025|23012025|IN02  |FUEL_NATURAL_GAS_274|1500.465|M3|101|122334.42|INR|78205300
5497600586|2025|06052025|06022025|IN01  |FUEL_PETROL_978|2743.715|L|101|307054.69|INR|26215949
5099496932|2026|01072025|03102025|DEL05 |FUEL_NATURAL_GAS_853|1119.056|M3|101|154828.51|INR|81954580
5550629445|2025|01082025|05052025|FRA01 |FUEL_NATURAL_GAS_139|1172.137|M3|101|170221.39|EUR|94424197
5008356996|2025|12.05.2025|26032025|MUM01 |FUEL_HEAVY_FUEL_OIL_666|62.952|MT|101|5106.05|INR|47391718
5302814659|2026|28082025|10122025|DEL05 |FUEL_DIESEL_533|668.371|L|101|53056.73|INR|25239305
5898327921|2026|19092025|18.04.2025|US02  |FUEL_HEAVY_FUEL_OIL_592|36.09|MT|101|3572.81|USD|56356280
5749343586|2025|25022025|05012025|US01  |FUEL_NATURAL_GAS_182|1784.23|M3|101|163710.43|USD|97078503
5608429622|2025|16012025|13012025|DEL05 |FUEL_DIESEL_639|1183.626|L|101|73165.44|INR|64957111
5099017806|2025|06062025|18022025|DEL05 |FUEL_NATURAL_GAS_693|334.427|M3|101|26960.39|INR|12937466
5027145040|2025|05072025|19082025|LON02 |FUEL_DIESEL_297|2650.024|L|101|337728.41|GBP|50550715
5689934495|2026|03092025|22112025|DEL05 |FUEL_DIESEL_172|2764.866|L|101|219447.69|INR|97833047
5616719067|2025|03012025|08052025|CHI03 |FUEL_PETROL_512|1078.333|L|101|65855.76|USD|46951116
5566310945|2026|15022026|06062025|DEL05 |FUEL_NATURAL_GAS_875|1659.03|M3|101|121185.03|INR|08179618
5471746241|2025|03032025|28.04.2025|US02  |FUEL_NATURAL_GAS_936|1625.117|M3|101|166854.8|USD|59399824
5920368893|2026|22042026|24022026|DE01  |FUEL_DIESEL_623|604.506|L|101|41704.86|EUR|14443939
5716773658|2025|26032025|18062025|IN02  |FUEL_HEAVY_FUEL_OIL_491|26.673|MT|101|1645.15|INR|14511078
5771054670|2025|09022025|01052025|IN01  |FUEL_HEAVY_FUEL_OIL_354|67.093|MT|101|6250.36|INR|13150617
5449667427|2025|08.01.2025|06012025|DE01  |FUEL_HEAVY_FUEL_OIL_108|91.066|MT|101|8932.66|EUR|46481574
5962302109|2026|13012026|01052025|US01  |FUEL_NATURAL_GAS_407|517.219|M3|101|73345.79|USD|02618234
5263240905|2025|18042025|29032025|CHI03 |FUEL_PETROL_612|1480.402|L|101|197924.1|USD|51590960
5492749030|2025|06092025|22082025|CHI03 |FUEL_HEAVY_FUEL_OIL_217|65.671|MT|101|8576.27|USD|93114126
5026115776|2025|11032025|09022025|IN01  |FUEL_PETROL_949|4397.344|L|101|518497.41|INR|47907555
5252447865|2025|05102025|21092025|US02  |FUEL_NATURAL_GAS_117|1909.884|M3|101|102415.29|USD|59884360
5170216997|2025|19042025|21022025|UK01  |FUEL_HEAVY_FUEL_OIL_700|48.656|MT|101|5723.24|GBP|72462912
5672226127|2026|30062025|28052025|LON02 |FUEL_HEAVY_FUEL_OIL_498|57.118|MT|101|8187.04|GBP|13285368
5414626439|2025|19032025|08012025|LON02 |FUEL_PETROL_108|2955.749|L|101|367969.52|GBP|44374746
5534344444|2025|20012025|18012025|LON02 |FUEL_NATURAL_GAS_621|512.881|M3|101|49484.08|GBP|11935623
5019036432|2025|05012025|11.01.2025|FRA01 |FUEL_DIESEL_650|2214.86|L|101|328365.25|EUR|87895173
5853943301|2025|02012025|14022025|DEL05 |FUEL_HEAVY_FUEL_OIL_378|10.355|MT|101|1125.17|INR|24426996
5864925272|2025|11072025|06022025|IN02  ||81.506|MT|101|10756.88|INR|38479753
5286461990|2025|26032025|08062025|UK01  |FUEL_PETROL_333|885.898|L|101|58089.26|GBP|05518464
5398357875|2026|28012025|02052025|IN02  |FUEL_PETROL_231|2358.511|L|101|251082.47|INR|16815274
5966195541|2025|17012025|27012025|US01  |FUEL_NATURAL_GAS_180|1378.847|M3|101|146138.32|USD|04120311
5789248251|2025|07022025|26012025|CHI03 |FUEL_NATURAL_GAS_943|879.604|M3|101|119801.42|USD|91446815
5450282115|2025|12032025|06022025|IN02  |FUEL_HEAVY_FUEL_OIL_592|98.447|MT|101|6588.92|INR|81254154
5968639727|2026|22112025|10022025|FRA01 |FUEL_HEAVY_FUEL_OIL_326|45.819|MT|101|3227.55|EUR|22331213
5935644335|2025|23012025|17012025|FRA01 |FUEL_NATURAL_GAS_578|1727.486|M3|101|141932.47|EUR|35320791
5253801470|2025|05012025|13.01.2025|US02  |FUEL_NATURAL_GAS_829|817.372|M3|101|108171.62|USD|49711864
5798909734|2025|04032025|27022025|US02  |FUEL_PETROL_999|1735.421|L|101|151519.46|USD|12154893
5342999682|2025|18042025|07092025|UK01  |FUEL_NATURAL_GAS_691|818.646|M3|101|98187.76|GBP|45131099
5583130594|2025|09032025|05032025|US01  |FUEL_NATURAL_GAS_372|752.306|M3|101|105821.95|USD|92376342
5773931908|2025|02022025|25022025|UK01  |FUEL_DIESEL_565|3150.239|L|101|282203.99|GBP|29894550
5490470249|2026|02082025|21052025|LON02 |FUEL_NATURAL_GAS_657|1913.897|M3|101|286159.02|GBP|44232788
5820987965|2025|12012025|15022025|FRA01 |FUEL_NATURAL_GAS_798|1576.712|M3|101|126149.63|EUR|08913687
5939082822|2025|10.01.2025|24012025|IN01  |FUEL_HEAVY_FUEL_OIL_409|21.094|MT|101|2096.72|INR|26989502
5899880837|2026|19012026|20012026|FRA01 |FUEL_DIESEL_187|1115.4|L|101|69412.92|EUR|00080816
5922745728|2025|01/21/2025|08022025|US02  |FUEL_DIESEL_411|3366.762|L|101|308844.17|USD|26641330
5373299281|2025|10012025|02032025|IN01  |FUEL_HEAVY_FUEL_OIL_744|88.362|MT|101|6905.41|INR|42651702
5801981375|2025|02012025|06012025|IN02  |FUEL_HEAVY_FUEL_OIL_291|90.601|MT|101|6985.49|INR|70106727
5180969269|2025|17032025|12012025|CHI03 |FUEL_HEAVY_FUEL_OIL_331|53.109|MT|101|4742.95|USD|98096171
5787288753|2025|06-Apr-2025|28012025|DE02  |FUEL_HEAVY_FUEL_OIL_364|70.812|MT|101|6153.33|EUR|48088364
5197961612|2025|17022025|01.08.2025|US02  |FUEL_PETROL_682|748.11|L|101|94312.14|USD|76740707
5563809372|2025|01012025|09012025|LON02 |FUEL_PETROL_573|3988.59|L|101|256435.94|GBP|37733215
5266609570|2025|30062025|06022025|IN01  |FUEL_HEAVY_FUEL_OIL_212|12.318|MT|101|652.44|INR|52536297
5808677765|2026|07032025|27032026|US02  |FUEL_NATURAL_GAS_220|1476.951|M3|101|208163.64|USD|12519588
5717484775|2025|03042025|11022025|CHI03 |FUEL_HEAVY_FUEL_OIL_417|77.219|MT|101|5306.23|USD|45487616
5446856116|2025|05032025|06042025|LON02 |FUEL_HEAVY_FUEL_OIL_146|60.16|MT|101|8903.38|GBP|60522525
5207819205|2025|03.09.2025|08102025|CHI03 |FUEL_PETROL_214|1431.256|L|101|101965.83|USD|35715740
5824069734|2025|09042025|18032025|DE02  |FUEL_PETROL_723|1387.688|L|101|119032.31|EUR|90579569
5837528960|2026|23032026|31012025|US02  |FUEL_PETROL_515|3159.514|L|101|428481.28|USD|31426642
5601107744|2025|05012025|03012025|US02  |FUEL_DIESEL_877|3340.103|L|101|466685.52|USD|58348574
5262627751|2025|18.01.2025|05.01.2025|MUM01 |FUEL_PETROL_242|594.035|L|101|64160.6|INR|81462607
5571394896|2025|19032025|03/27/2025|LON02 |FUEL_NATURAL_GAS_793|263.169|M3|101|26366.67|GBP|31376031
5939849365|2025|15012025|10022025|LON02 |FUEL_NATURAL_GAS_279|817.523|M3|101|104253.49|GBP|22432568
5347070777|2025|19042025|11032025|CHI03 |FUEL_PETROL_928|4819.717|L|101|460860.46|USD|43831311
5055638038|2025|16022025|08012025|US02  |FUEL_PETROL_746|3675.826|L|101|542141.98|USD|35357297
5540361574|2025|27.01.2025|21042025|DEL05 |FUEL_NATURAL_GAS_254|315.994|M3|101|20974.17|INR|09021248
5251206237|2025|08012025|09022025|LON02 |FUEL_DIESEL_773|4234.483|L|101|345512.88|GBP|10763084
5259776080|2025|19062025|13052025|MUM01 |FUEL_DIESEL_359|3881.93|L|101|481390.07|INR|22934387
5016598577|2025|23052025|11012025|FRA01 |FUEL_NATURAL_GAS_318|1623.243|M3|101|166048.59|EUR|40461384
5366421790|2025|14072025|22.05.2025|LON02 |FUEL_NATURAL_GAS_684|1309.826|M3|101|65698.11|GBP|50495904
5411749950|2025|11022025|08.01.2025|MUM01 |FUEL_DIESEL_318|3846.425|L|101|205387.47|INR|09296083
5758504980|2025|27022025|"=""07.04.2025"""|UK01  |FUEL_PETROL_993|2499.221|L|101|189473.05|GBP|85895370
5128153910|2026|14.07.2025|27012026|MUM01 |FUEL_PETROL_358|3147.536|L|101|350351.02|INR|99846061
5983311148|2025|12032025|31052025|UK01  |FUEL_DIESEL_446|3571.558|L|101|245797.76|GBP|16656442
5494555394|2025|24.07.2025|02092025|IN02  |FUEL_NATURAL_GAS_178|805.336|M3|101|96310.91|INR|16579652
5446207389|2025|22022025|12012025|IN01  |FUEL_HEAVY_FUEL_OIL_897|40.67|MT|101|3620.09|INR|23619872
5972798772|2025|18012025|04022025|DEL05 |FUEL_DIESEL_987|1423.375|L|101|100924.34|INR|83574484
5168579102|2026|05032025|07092025|DE01  |FUEL_DIESEL_723|802.129|L|101|71913.15|EUR|08996082
5676128603|2026|12082025|25102025|MUM01 |FUEL_DIESEL_956|3589.775|L|101|222056.71|INR|95059054
5915313615|2026|23072025|07112025|DE02  |FUEL_HEAVY_FUEL_OIL_453|54.766|MT|101|6298.21|EUR|24133648
5070115242|2026|18072025|07112025|US02  |FUEL_NATURAL_GAS_345|836.29|M3|101|101279.16|USD|16253138
5427046345|2025|02012025|05022025|FRA01 |FUEL_NATURAL_GAS_541|563.78|M3|101|61685.65|EUR|77480758
5120815218|2025|12042025|06052025|IN01  |FUEL_HEAVY_FUEL_OIL_464|10.198|MT|101|865.81|INR|18331627
5456712006|2026|22122025|23052025|IN02  |FUEL_NATURAL_GAS_339|1751.287|M3|101|112361.77|INR|50804859
5626750686|2026|27022025|01012026|IN02  |FUEL_DIESEL_369|1467.704|L|101|135326.87|INR|02181756
5133849553|2026|19012025|21.07.2025|IN01  |FUEL_HEAVY_FUEL_OIL_257|50.389|MT|101|3615.98|INR|87949357
5359824331|2025|08022025|25022025|MUM01 |FUEL_PETROL_116|1798.804|L|101|186129.97|INR|64968106
5368224984|2025|12032025|10032025|MUM01 |FUEL_HEAVY_FUEL_OIL_837|63.414|MT|101|3683.15|INR|07747329
