MBLNR|MJAHR|BLDAT|BUDAT|WERKS|MATNR|MENGE|MEINS|ERFMG|ERFME|BWART|SHKZG|NETWR|WAERS|LIFNR|XBLNR
5958440085|2025|07052025|05032025|CHI03 |125672020868918184|434.653|EA|434.653|EA|101|H|207426.28|USD|000002212|PO-2026391
5636853020|2025|24022025|18052025|FRA01 |Z-LUBE-7585|281.267|KG|281.267|KG|101|H|102434.35|EUR|000000112|PO-2025703
5825254709|2025|"=""04.04.2025"""|04052025|UK01  |MAT_680185_REV1|45654.705|L|45654.705|L|101|H|6677080.9|GBP|000005551|PO-2025547
5682408961|2025|08.03.2025|10052025|UK01  |809273659334685612|4957.832|L|4957.832|L|122|S|2077194.19|GBP|000005551|PO-2025315
5120803216|2025|22052025|24.03.2025|FRA01 |RMF-CHE-258KG|1008.644|L|1008.644|L|101|S|467439.28|EUR|000000112|
5196829476|2025|05022025|23012025|IN02  |RMF-IND-115MT|444.926|BOX|444.926|BOX|101|S|184606.22|INR|000009981|PO-2025727
5645931062|2025|26032025|31032025|DEL05 |MAT_130150_A|552.08|L|552.08|L|101|H|202740.02|INR|000009981|PO-2026528
5510528655|2025|20032025|26052025|MUM01 |RMF-DIE-171MT|3814.173|L|3814.173|L|102|S|1552946.89|INR|000009981|PO-2026766
5773800297|2025|15022025|08052025|MUM01 |Z-CHEM-8437|1157.384|L|1157.384|L|541|H|362757.38|INR|000009981|
5057790816|2025|23022025|06042025|UK01  |Z-LUBE-8350|1799.771|L|1799.771|L|501|H|808443.0|GBP|000005551|
5499100281|2025|01012025|02052025|LON02 |Z-STEEL-4700|390.177|BOX|390.177|BOX|101|S|158365.55|GBP|000005551|PO-2026393
5938838334|2025|08022025|05032025|MUM01 |Z-FUEL-9703|580.676|L|580.676|L|101|S|92132.94|INR|000009981|PO-2026311
5725291071|2025|21052025|25012025|IN02  |MAT_579652_A|9475.438|L|9475.438|L|101|H|559728.98|INR|000009981|PO-2025099
5737085089|2025|27022025|14022025|LON02 |926404652674311816|234.892|BOX|234.892|BOX|101|H|40569.36|GBP|000005551|PO-2025551
5576936634|2025|12012025|10052025|IN01  |MAT_790243_A|1896.896|L|1896.896|L|101|S|570202.96|INR|000009981|PO-2026037
5453442636|2025|04052025|19052025|DE02  |MAT_784949_A|272.85|EA|272.85|EA|122|S|70865.46|EUR|000000112|
5980496044|2025|21042025|09022025|IN01  |466923393788454558|28918.03|L|28918.03|L|101|H|3278691.3|INR|000009981|
5964162446|2025|17022025|10042025|IN01  |527521071382746892|178.072|MT|178.072|MT|101|S|50356.57|INR|000009981|PO-2025798
5408121767|2025|31012025|06042025|US01  |Z-LUBE-8512|894.555|L|894.555|L|102|S|98862.67|USD|000002211|
5096790391|2025|16.04.2025|03012025|LON02 |523442949627151509|403.907|BOX|403.907||541|S|151808.09|GBP|000005551|PO-2025403
5554212707|2025|07012025|02022025|LON02 |RMF-IND-797KG|800.427|L|800.427|L|261|H|373966.36|GBP|000005551|PO-2025184
5940330358|2025|11052025|25032025|DE01  |Z-STEEL-2630|978.659|L|978.659|L|261|S|213892.55|EUR|000000223|PO-2026378
5398277229|2025|02022025|19012025|DEL05 |MAT_688475_A|1172.845|L|1172.845|L|101|H|218473.02|INR|000009981|PO-2026192
5252820323|2025|12052025|26042025|UK01  |874329466263080627|29523.565|L|29523.565|L|501|H|9104861.9|GBP|000005551|PO-2026428
5335140861|2025|13022025|17042025|DEL05 |891626340355677084|1276.573|L|1276.573|L|101|H|419795.52|INR|000009981|PO-2026423
5172780767|2025|20.05.2025|16052025|DEL05 |RMF-DIE-715L|303.177|EA|303.177|EA|541|S|149096.98|INR|000004611|PO-2026124
5264900202|2025|20042025|16012025|DEL05 |RMF-IND-230MT|241.858|BOX|241.858|BOX|261|H|53388.16|INR|000009981|PO-2026033
5849674255|2025|25052025|06032025|DEL05 |RMF-CHE-663MT|1779.228|L|1779.228||541|H|168249.06|INR|000009981|PO-2025372
5063569433|2025|01052025|05022025|DE01  |MAT_194278_B|398.064|KG|398.064||101|S|24203.77|EUR|000000112|PO-2026506
5616220518|2025|13012025|22042025|DE02  |939929587888347925|1792.098|L|1792.098|L|101|H|284527.32|EUR|000000112|
5158162366|2025|17042025|19042025|FRA01 |Z-LUBE-7408|305.139|KG|305.139|KG|541|H|44461.17|EUR|000000223|
5519052919|2025|20052025|01022025|DE01  |MAT_253493_B|483.108|EA|||541|H|130800.15|EUR|000000112|
5289942470|2025|25032025|21042025|DE01  |481610341644601798|391.597|KG|391.597|KG|201|S|90011.98|EUR|000000223|PO-2025259
5376308302|2025|01.05.2025|18032025|DEL05 |720780745804642149|3113.487|L|3113.487|L|102|H|466196.29|INR|000009981|
5228410651|2025|11022025|01062025|LON02 |Z-LUBE-9499|1714.789|L||L|122|H|123733.28|GBP|000005551|PO-2025405
5588240423|2025|21032025|09042025|IN01  |Z-LUBE-3962|633.007|L|633.007|L|102|S|50090.54|INR|000009981|PO-2026821
5722216603|2025|16012025|22052025|LON02 |RMF-LUB-980KG|1987.463|L|1987.463|L|501|H|539374.96|GBP|000005551|PO-2025278
5819992542|2025|16052025|26022025|IN02  |Z-FUEL-1681|153.389|BOX|153.389|BOX|101|S|61222.44|INR|000009981|PO-2026346
5804006514|2025|20012025|10022025|UK01  |464641032366795379|4312.249|L||L|541|H|1580957.61|GBP|000005551|PO-2026227
5559099407|2025|06022025|06042025|IN02  |770251168264804309|221.121|L|221.121|L|541|S|110527.69|INR|000009981|PO-2026997
5435308607|2025|10042025|16042025|IN01  |MAT_682010_REV1|1949.122|L|1949.122||541|S|805255.69|INR|000009981|
5287907415|2025|07052025|29042025|LON02 |Z-LUBE-7108|1196.32|L|1196.32||201|S|97954.44|GBP|000005551|PO-2025461
5868577923|2025|15.03.2025|28022025|CHI03 |RMF-IND-680KG|457.421|EA|457.421|EA|101|H|75171.55|USD|000002211|PO-2025141
5197671228|2025|11062025|07062025|IN01  |Z-CHEM-7844|88.57|MT|88.57|MT|101|H|5810.11|INR|000009981|PO-2025884
5922888959|2025|06052025|25052025|IN01  |500792591100993565|455.731|L|455.731|L|101|H|112625.19|INR|000009981|
5701422543|2025|05032025|11032025|UK01  |673976637300784483|111.985|BOX|111.985|BOX|101|S|16982.55|GBP|000005551|PO-2025913
5781305248|2025|28042025|26022025|US02  |MAT_845279_REV1|3690.721|L|3690.721|L|101|S|809994.55|USD|000002211|PO-2025139
5246372272|2025|02032025|30012025|US02  |MAT_889450_A|3762.904|L|3762.904|L|101|S|1815607.78|USD|000002211|
5625610004|2025|07.06.2025|03012025|CHI03 |MAT_616764_B|6295.688|L||L|101|H|1878583.87|USD|000002211|
5975586348|2025|10012025|12052025|IN02  |MAT_402010_REV2|72.011|EA|72.011|EA|541|S|35723.17|INR|000009981|PO-2025216
5857361628|2025|09062025|02032025|US01  |Z-STEEL-7209|779.231|L|779.231|L|122|S|85963.17|USD|000002211|
5202796775|2025|31052025|10062025|IN02  |RMF-DIE-836MT|634.885|L|634.885|L|101|H|164211.9|INR|000009981|
5486386177|2025|23052025|21012025|DE02  |Z-FUEL-4921|908.535|L|908.535|L|101|H|83210.63|EUR|000000223|
5988416169|2025|02.04.2025|13.06.2025|FRA01 |863293605933328972|431.685|KG|431.685|KG|101|S|26925.67|EUR|000000112|
5029051791|2025|09062025|10012025|MUM01 |Z-FUEL-2804|3894.833|L|3894.833|L|101|S|347802.14|INR|000009981|PO-2025741
5093185209|2025|11012025|14042025|FRA01 |577100179867659559|7060.919|L|7060.919|L|101|S|2221994.46|EUR|000000223|
5644123049|2025|24022025|13022025|IN02  |799514097393809502|1404.436|L|1404.436|L|122|H|422883.49|INR|000009981|PO-2026990
5294457774|2025|18.04.2025|30032025|IN01  |MAT_414201_A|1053.148|L|1053.148|L|101|S|462616.97|INR|000009981|
5446659447|2025|02-Apr-2025|10.03.2025|FRA01 |MAT_456372_REV2|243.843|EA|243.843||501|H|66308.69|EUR|000000223|PO-2026045
5117552517|2025|28022025|22042025|IN01  |MAT_662158_B|986.921|L|986.921|L|102|S|199294.91|INR|000009981|PO-2025530
5326085482|2025|28022025|23012025|MUM01 |RMF-LUB-559MT|474.153|MT|474.153|MT|101|S|76970.44|INR|000004611|PO-2025906
5467397668|2025|12022025|12042025|CHI03 |Z-STEEL-2901|7667.956|L|7667.956|L|261|H|2248228.14|USD|000002211|PO-2025063
5819079655|2025|16022025|29032025|US02  |MAT_648866_REV1|1256.465|L|1256.465|L|261|S|530076.03|USD|000002211|PO-2026423
5972005808|2025|15052025|28012025|DE02  |670355394255048086|1228.888|L|1228.888|L|102|S|574764.13|EUR|000000223|PO-2025456
5580047965|2025|20.04.2025|10022025|IN02  |RMF-IND-718L|453.205|MT|453.205|MT|101|S|201447.45|INR|000009981|PO-2026151
5987204887|2025|28042025|09052025|IN01  |310251744348354659|12780.898|L|12780.898|L|541|H|3195526.4|INR|000009981|PO-2025987
5304979674|2025|04032025|06052025|DE02  |975577157942559143|10461.389|L|10461.389|L|201|S|5079138.01|EUR|000000112|PO-2025240
5174022985|2025|01042025|09052025|UK01  |Z-LUBE-8204|9940.243|L||L|101|S|4101410.47|GBP|000005551|
5605697329|2025|26042025|06042025|LON02 |Z-CHEM-2061|6372.382|L|6372.382|L|541|H|2694978.66|GBP|000005551|PO-2025134
5981922596|2025|04032025|12042025|MUM01 |MAT_395493_A|4235.361|L|4235.361|L|101|H|1119859.32|INR|000009981|PO-2025659
5372546255|2025|03022025|26042025|IN01  |MAT_285066_B|1989.664|L|1989.664|L|101|H|720022.21|INR|000004611|
5718722892|2025|07042025|25032025|DEL05 |RMF-CHE-490MT|45331.183|L|45331.183|L|101|S|20890774.13|INR|000009981|
5467728107|2025|02062025|20062025|CHI03 |RMF-IND-388L|30365.747|L|30365.747|L|101|H|3420602.44|USD|000002212|PO-2025557
5124352311|2025|14032025|09052025|MUM01 |RMF-DIE-327MT|1857.872|L|1857.872|L|101|S|316465.21|INR|000009981|PO-2025265
5414261664|2025|31032025|30032025|US01  |119528001830179659|1084.599|L|1084.599|L|101|H|194395.46|USD|000002211|PO-2025215
5373451192|2025|04062025|13032025|DE02  |RMF-DIE-152KG|62.903|EA|62.903|EA|101|S|17562.89|EUR|000000112|PO-2026623
5255504108|2025|19012025|02012025|DE02  |RMF-LUB-592KG|207.069|KG|207.069|KG|101|S|33974.12|EUR|000000112|PO-2025803
5244698044|2025|08022025|27052025|CHI03 |342258099349615699|253.713|HR|253.713|HR|101|H|68583.6|USD|000002211|
5256449043|2025|07052025|26022025|DE02  |Z-FUEL-1534|1914.656|L|1914.656|L|101|H|713022.79|EUR|000000112|PO-2026271
5774775036|2025|20012025|28022025|DE01  |Z-STEEL-3452|82.508|KG|82.508|KG|101|H|37147.03|EUR|000000223|PO-2026438
5734712553|2025|19062025|13032025|UK01  |MAT_383895_B|1812.645|L|1812.645|L|101|H|506630.18|GBP|000005551|PO-2026999
5887743465|2025|05062025|02042025|DE01  |020602597033555163|42124.842|L|42124.842|L|541|S|9083066.08|EUR|000000112|PO-2025688
5018690700|2025|30052025|30042025|IN01  |062160672731757168|1471.537|L|1471.537|L|101|S|371659.82|INR|000009981|
5092423363|2025|11032025|29012025|LON02 |466527433288060268|6812.239|L|6812.239|L|101|H|1892054.05|GBP|000005551|PO-2025669
5367889240|2025|15062025|09022025|IN01  |MAT_337743_REV2|384.061|MT|384.061|MT|101|H|69050.16|INR|000004611|PO-2025675
5504610610|2025|03052025|27012025|IN02  |Z-CHEM-9833|1878.477|L|1878.477|L|541|H|909541.19|INR|000004611|
5576984447|2025|14062025|28042025|DE01  |384771968416864583|575.548|L|575.548|L|102|S|110853.72|EUR|000000223|PO-2026389
5467783697|2025|21022025|27012025|DEL05 |RMF-CHE-630MT|4332.126|L|4332.126|L|101|H|903466.12|INR|000009981|PO-2026680
5088159673|2025|03022025|13062025|IN01  |Z-FUEL-1990|86.0|MT|86.0||101|H|6602.03|INR|000009981|PO-2025380
5691702191|2025|27032025|27022025|CHI03 |MAT_500146_REV1|435.225|HR|435.225||101|H|113808.21|USD|000002211|PO-2025437
5366893562|2025|08032025|05/29/2025|MUM01 |RMF-CHE-201KG|1304.974|L|1304.974|L|102|H|208562.07|INR|000009981|PO-2026387
5641684956|2025|09062025|19022025|UK01  |Z-CHEM-7514|6792.277|L||L|101|S|988850.23|GBP|000005551|PO-2026719
5442583211|2025|27032025|09-Jun-2025|DEL05 |RMF-DIE-732KG|44774.036|L|44774.036|L|501|H|21498692.47|INR|000008821|
5166538291|2025|03.02.2025|10.06.2025|LON02 |RMF-CHE-222KG|343.032|BOX|343.032|BOX|101|S|159539.99|GBP|000005551|
5906176926|2025|03022025|13062025|US02  |386230875753309280|332.201|EA|332.201|EA|101|H|87423.06|USD|000002212|PO-2026636
5750764920|2025|04012025|15.03.2025|FRA01 |RMF-LUB-522KG|1140.413|L|1140.413||541|H|232254.04|EUR|000000223|PO-2025431
5113682566|2025|03022025|09062025|LON02 |MAT_500864_REV2|549.418|L|549.418|L|102|H|82661.55|GBP|000005551|
5880840536|2025|04062025|07052025|IN02  |MAT_757814_B|331.086|L|331.086|L|101|H|143982.61|INR|000004611|PO-2025825
5389697605|2025|22-Jan-2025|04.04.2025|US01  |MAT_899317_REV1|43.261|HR|43.261|HR|102|S|5262.07|USD|000002211|PO-2025307
5113078275|2025|29032025|28062025|DE01  |MAT_994483_REV1|1927.358|L||L|101|H|384809.8|EUR|000000112|PO-2025989
5562089938|2025|30032025|18022025|CHI03 |MAT_744740_B|2690.471|L|2690.471|L|101|H|731521.4|USD|000002212|PO-2025354
5238853158|2025|05012025|07012025|DE02  |Z-CHEM-6066|1962.978|L|1962.978|L|101|H|233996.56|EUR|000000112|PO-2025900
5208107654|2025|15032025|24022025|MUM01 |Z-CHEM-6431|1395.905|L|1395.905|L|101|S|256560.31|INR|000004611|
5778527766|2025|03032025|05032025|CHI03 |Z-CHEM-1449|314.75|HR|314.75|HR|261|S|69836.69|USD|000002211|
5297745628|2025|04.05.2025|25.04.2025|CHI03 |MAT_996930_REV1|3619.369|L|3619.369|L|102|H|685674.21|USD|000002211|PO-2025401
5847882571|2025|13062025|27062025|DEL05 |MAT_836227_REV1|1719.499|L|1719.499|L|201|H|684042.84|INR|000009981|PO-2025835
5867447501|2025|09052025|20042025|IN02  |RMF-LUB-398KG|175.111|MT|175.111|MT|101|H|51302.39|INR|000009981|PO-2025490
5922501543|2025|16052025|30.03.2025|IN02  |RMF-LUB-496MT|111.467|L|111.467|L|102|H|45688.83|INR|000008821|
5761360357|2025|04022025|29042025|IN01  |682142545926532824|94.717|BOX|94.717|BOX|101|H|36948.1|INR|000009981|PO-2026005
5175082912|2025|03042025|15.06.2025|DE01  |MAT_639010_REV1|231.416|KG|231.416|KG|541|S|61642.86|EUR|000000223|PO-2025025
5298527615|2025|04022025|12042025|CHI03 |MAT_937675_REV2|1681.329|L|1681.329|L|101|S|467104.93|USD|000002211|PO-2026029
5380425679|2025|25042025|21052025|LON02 |685414069464282766|32.214|BOX|32.214|BOX|101|S|2545.39|GBP|000005551|PO-2026526
5769942437|2025|12042025|22012025|LON02 |Z-LUBE-9636|27.623|BOX|27.623|BOX|101|S|8442.48|GBP|000005551|
5423319793|2025|10022025|05032025|CHI03 |RMF-IND-679L|1328.409|L|1328.409|L|101|S|220852.9|USD|000002211|
5207113441|2025|08042025|13042025|US01  |MAT_375286_REV2|4999.646|L|4999.646|L|101|H|436423.28|USD|000002211|PO-2026146
5803541819|2025|15022025|17022025|MUM01 |MAT_252111_REV2|353.544|BOX|353.544|BOX|101|H|23176.62|INR|000009981|
5489059609|2025|12062025|06072025|CHI03 |877283793682461705|242.126|HR|242.126|HR|261|S|97084.63|USD|000002212|PO-2026392
5115525714|2025|19012025|21-Jan-2025|UK01  |Z-LUBE-1389|573.426|L|573.426|L|102|H|119174.67|GBP|000005551|PO-2025525
5859737676|2025|27012025|16022025|DEL05 |199118643720569215|151.447|BOX|151.447|BOX|102|S|26849.51|INR|000009981|
5167548603|2025|"=""29.03.2025"""|18012025|IN02  |MAT_370299_B|38402.315|L|38402.315|L|122|S|17085142.14|INR|000009981|
5056751539|2025|08012025|14022025|IN01  |RMF-DIE-280KG|215.918|MT|215.918|MT|101|S|54291.7|INR|000009981|PO-2025438
5173674757|2025|16062025|11062025|IN01  |MAT_700556_REV2|7905.88|L|7905.88||101|S|3801667.36|INR|000004611|
5843886210|2025|05052025|16.04.2025|US01  |114042297947555390|1494.216|L|1494.216|L|101|H|124971.15|USD|000002211|PO-2025767
5363330634|2025|09012025|06032025|DE01  |Z-FUEL-7398|18272.887|L||L|101|H|3877360.36|EUR|000000112|PO-2025340
5466338135|2025|05062025|06.06.2025|IN02  |068664963852904699|140.765|BOX|140.765|BOX|101|S|47302.09|INR|000009981|PO-2026006
5694625416|2025|03/28/2025|05032025|DEL05 |337608520667765479|1824.369|L|1824.369|L|101|S|273564.13|INR|000009981|PO-2025204
5311691764|2025|26012025|11042025|DE02  |RMF-LUB-627KG|340.374|EA||EA|101|S|96466.8|EUR|000000112|
5545579370|2025|18052025|13072025|DE02  |RMF-IND-375L|5199.991|L|5199.991|L|101|S|789543.92|EUR|000000112|PO-2025676
5680408954|2025|09072025|13072025|LON02 |931581082707537950|475.319|BOX|475.319|BOX|541|H|123971.24|GBP|000005551|PO-2025621
5863016944|2025|10032025|23032025|UK01  |MAT_403848_REV1|464.117|BOX|464.117|BOX|101|H|178052.66|GBP|000005551|PO-2025448
5789529813|2025|02.01.2025|20012025|DEL05 |Z-CHEM-6200|1921.593|L|1921.593|L|501|H|560855.77|INR|000009981|PO-2026848
5551616407|2025|12052025|06032025|DEL05 |RMF-DIE-631KG|222.188|MT|222.188|MT|101|S|76012.49|INR|000004611|PO-2026078
5005106637|2025|06.06.2025|29032025|UK01  |RMF-DIE-965MT|1452.623|L|1452.623|L|101|H|512958.35|GBP|000005551|PO-2026376
5396645057|2025|12022025|17012025|US01  |MAT_806320_B|232.897|EA|232.897||321|H|43725.22|USD|000002211|
5631681873|2025|13032025|17052025|US02  |956081288850833491|5028.549|L|5028.549|L|101|S|764118.36|USD|000002211|PO-2025253
5397155060|2025|24022025|19.01.2025|DE01  |Z-STEEL-4644|256.125|KG|256.125|KG|101|S|16011.44|EUR|000000112|PO-2025331
5750583368|2025|24062025|04042025|IN01  |Z-STEEL-9975|5583.228|L|5583.228|L|101|S|1046129.67|INR|000009981|
5488806735|2025|26012025|05-Feb-2025|IN02  |RMF-CHE-846KG|501.215|L||L|541|S|62988.68|INR|000008821|PO-2025598
5086338645|2025|09032025|16.02.2025|LON02 |MAT_906265_REV1|760.231|L|760.231|L|101|S|46569.93|GBP|000005551|PO-2025873
5478512792|2025|02042025|07.05.2025|MUM01 |RMF-DIE-465KG|1885.189|L|1885.189|L|101|H|612481.55|INR|000009981|
5606587714|2025|27042025|29032025|IN02  |RMF-IND-618KG|8415.997|L|8415.997|L|101|S|3437871.7|INR|000009981|
5489241443|2025|18032025|04042025|FRA01 |MAT_862420_B|2646.332|L|2646.332|L|102|H|438036.52|EUR|000000112|PO-2025119
5768605300|2025|12042025|18012025|IN01  |MAT_633687_B|6721.12|L|6721.12|L|101|S|2240564.36|INR|000009981|PO-2025221
5259056371|2025|15032025|25012025|DEL05 |Z-CHEM-1472|1193.008|L|1193.008|L|101|S|246107.84|INR|000009981|PO-2026011
5109544168|2025|12072025|29062025|DE02  |Z-FUEL-2447|12.862|KG|12.862|KG|101|S|2626.44|EUR|000000223|PO-2026830
5062988295|2025|29032025|01.05.2025|LON02 |RMF-CHE-880L|1811.54|L|1811.54|L|101|S|273699.14|GBP|000005551|PO-2025488
5036929696|2025|"=""16.01.2025"""|12062025|DE01  |MAT_812775_B|318.97|KG|318.97||101|H|93522.63|EUR|000000223|PO-2025481
5302000671|2025|30.06.2025|24022025|DEL05 |Z-CHEM-9804|49.198|L||L|541|S|7833.56|INR|000009981|PO-2026485
5496351938|2025|19052025|01022025|UK01  |MAT_935248_REV2|473.151|BOX|473.151|BOX|101|H|100293.67|GBP|000005551|PO-2025356
5642869330|2025|15022025|13032025|DEL05 |110536341141532933|8746.896|L||L|101|S|2248931.36|INR|000004611|PO-2026010
5454906044|2025|01012025|27022025|US01  |Z-FUEL-7237|158.497|HR|158.497|HR|501|H|58467.04|USD|000002211|PO-2025156
5725356878|2025|09072025|14022025|FRA01 |MAT_495216_A|1209.892|L|1209.892|L|101|H|407063.08|EUR|000000112|PO-2026319
5053537801|2025|03062025|27052025|LON02 |Z-STEEL-8879|197.061|BOX|197.061|BOX|101|H|90532.91|GBP|000005551|PO-2025363
5314743169|2025|04042025|05032025|UK01  |MAT_260703_A|17978.984|L|17978.984|L|201|H|1813792.97|GBP|000005551|
5773580189|2025|03072025|27042025|MUM01 |398929813321392948|60.775|MT|60.775||101|S|4522.82|INR|000004611|PO-2025444
5990820271|2025|06012025|12052025|IN01  |RMF-LUB-590KG|1538.059|L|1538.059|L|101|H|365413.63|INR|000009981|PO-2026820
5378082857|2025|16032025|30012025|UK01  |079164727596225844|195.893|BOX|195.893|BOX|501|H|11078.09|GBP|000005551|PO-2025655
5261730841|2025|28.01.2025|22062025|IN01  |Z-LUBE-9580|30.903|MT|30.903|MT|101|S|9573.96|INR|000004611|
5889712414|2025|"=""19.06.2025"""|02052025|UK01  |702283605414333438|273.347|BOX|273.347|BOX|101|S|115481.25|GBP|000005551|PO-2026260
5386891592|2025|02-Apr-2025|08012025|MUM01 |Z-STEEL-6862|323.336|MT|323.336||102|S|17519.2|INR|000009981|PO-2025432
5479537760|2025|22012025|27022025|US01  |MAT_589092_B|211.314|EA|211.314|EA|261|H|58446.2|USD|000002211|
5844923913|2025|25022025|22042025|IN01  |203319102783854732|587.893|L|587.893|L|201|S|275521.87|INR|000009981|PO-2025205
5659786011|2025|11072025|21032025|DE01  |Z-CHEM-3946|271.263|EA|271.263|EA|101|H|92419.24|EUR|000000112|
5487704753|2025|04072025|17-Feb-2025|IN02  |RMF-CHE-586MT|409.143|MT|409.143|MT|101|H|94143.19|INR|000009981|PO-2025623
5454838136|2025|21032025|22032025|FRA01 |RMF-CHE-872KG|775.263|L|775.263|L|101|S|386939.02|EUR|000000112|PO-2026329
5449038125|2025|20042025|09.05.2025|US01  |RMF-DIE-111MT|548.082|L|548.082|L|101|H|204237.87|USD|000002212|PO-2025023
5230364319|2025|04022025|18052025|IN02  |RMF-IND-961KG|25380.379|L|25380.379|L|101|H|4562798.07|INR|000009981|PO-2026286
5356720802|2025|16032025|21012025|FRA01 |MAT_981713_REV1|171.544|EA|171.544|EA|101|H|17747.23|EUR|000000112|PO-2026856
5551494702|2025|31012025|22032025|IN01  |Z-CHEM-5390|184.051|BOX|184.051|BOX|541|S|33969.74|INR|000009981|PO-2025108
5804025334|2025|20042025|22072025|US01  |Z-STEEL-1515|110.525|EA|110.525|EA|101|H|23394.77|USD|000002211|PO-2026888
5919553740|2025|16012025|15-Apr-2025|CHI03 |RMF-LUB-348MT|233.135|EA|233.135||541|H|28992.09|USD|000002211|
5828791795|2025|27042025|14052025|CHI03 |MAT_799678_REV1|492.969|HR|492.969|HR|501|S|157015.42|USD|000002212|PO-2026075
5771209838|2025|10062025|06/17/2025|DE01  |MAT_106481_REV1|22.996|KG|22.996|KG|101|S|8384.71|EUR|000000112|PO-2025745
5497917724|2025|26022025|25032025|DEL05 |MAT_306221_B|1549.963|L|1549.963|L|501|H|633743.61|INR|000009981|PO-2025686
5981656835|2025|04042025|29042025|LON02 |RMF-DIE-539L|673.576|L|673.576|L|501|S|224086.87|GBP|000005551|PO-2025282
5224171171|2025|19.02.2025|23072025|US02  |315238835512804374|484.655|EA||EA|541|H|33401.22|USD|000002211|PO-2025045
5916487216|2025|05042025|02012025|DE02  |RMF-CHE-616L|222.341|KG|222.341|KG|101|S|40783.15|EUR|000000112|PO-2026943
5836405943|2025|14032025|15052025|DE02  |RMF-CHE-495KG|1025.81|L|||101|H|122900.13|EUR|000000112|PO-2026301
5094157836|2025|17072025|05042025|MUM01 |389773312401130268|1338.481|L|1338.481|L|101|H|292377.59|INR|000009981|PO-2025536
5289658891|2025|26.01.2025|09032025|CHI03 |MAT_365374_REV2|359.082|EA|359.082|EA|101|S|171263.19|USD|000002211|
5562154872|2025|11.01.2025|22.06.2025|IN02  |Z-STEEL-3736|929.316|L||L|501|S|345579.67|INR|000009981|PO-2025853
5045649882|2025|12072025|"=""27.02.2025"""|UK01  |RMF-CHE-261L|1423.959|L|1423.959|L|101|H|587562.73|GBP|000005551|PO-2026038
5574765982|2025|27.02.2025|23072025|FRA01 |MAT_150094_REV1|215.507|KG|215.507|KG|101|S|23803.82|EUR|000000223|PO-2026144
5595292842|2025|25052025|31052025|FRA01 |RMF-IND-668L|4099.201|L|4099.201|L|101|S|1452970.38|EUR|000000223|PO-2025078
5692436482|2025|03042025|13032025|IN02  |RMF-IND-491L|1556.601|L|1556.601|L|101|S|520455.22|INR|000009981|
5441188839|2025|28052025|17072025|MUM01 |MAT_957345_A|1572.065|L|1572.065|L|101|S|498859.17|INR|000009981|PO-2025745
5968914915|2025|07052025|03/11/2025|CHI03 |MAT_264411_A|1954.896|L|1954.896|L|101|H|536616.96|USD|000002211|PO-2026633
5996814977|2025|13052025|14012025|IN01  |RMF-IND-911MT|739.661|L|739.661|L|101|H|156923.08|INR|000009981|PO-2025358
5142035458|2025|24062025|18062025|IN01  |RMF-LUB-742L|542.376|L|542.376||101|S|223569.98|INR|000009981|
5036605915|2025|05022025|27.01.2025|UK01  |RMF-CHE-387MT|427.487|BOX||BOX|261|H|85313.53|GBP|000005551|PO-2025898
5891070788|2025|26.07.2025|27072025|IN02  |Z-LUBE-4937|117.178|L|117.178|L|101|H|41819.77|INR|000009981|
5708640107|2025|26012025|11062025|US01  |RMF-CHE-586L|436.967|EA||EA|541|H|185843.23|USD|000002211|PO-2025107
5005590937|2025|08062025|01/20/2025|US02  |RMF-DIE-451MT|3571.194|L|3571.194|L|541|H|871953.79|USD|000002211|
5226135723|2025|30012025|24042025|DE01  |RMF-DIE-542L|426.316|KG|426.316|KG|261|H|158145.62|EUR|000000112|
5349371030|2025|11012025|01022025|DE01  |RMF-IND-964L|26.182|KG|26.182|KG|101|S|8531.02|EUR|000000112|
5106696757|2025|04012025|18012025|LON02 |850328432990078251|1125.022|L|1125.022|L|101|S|417776.69|GBP|000005551|PO-2026012
5036510155|2025|30032025|20032025|US02  |MAT_370061_REV2|4033.464|L|4033.464|L|101|S|1563235.85|USD|000002211|
5959050826|2025|28042025|10042025|IN01  |MAT_664464_REV1|470.78|BOX|470.78||101|H|166971.42|INR|000009981|PO-2025624
5597306334|2025|"=""14.02.2025"""|01032025|CHI03 |RMF-IND-300L|577.502|L|577.502|L|321|S|96624.1|USD|000002211|PO-2026001
5042183636|2025|06.01.2025|15.01.2025|US02  |Z-FUEL-4576|13.891|EA|13.891|EA|201|H|1215.96|USD|000002212|
5136794487|2025|26022025|21012025|DEL05 |MAT_117150_A|21748.296|L|21748.296|L|101|H|5177690.38|INR|000009981|PO-2025238
5546037344|2025|06052025|18012025|DEL05 |425906748427755624|1344.11|L|1344.11|L|101|S|459166.26|INR|000009981|
5408676411|2025|16042025|03062025|CHI03 |813474651030975464|312.812|EA|312.812|EA|101|S|24686.83|USD|000002211|PO-2026065
5589488993|2025|07072025|04052025|FRA01 |MAT_675476_REV2|4373.99|L|4373.99||541|H|818846.22|EUR|000000223|PO-2026983
5555221691|2025|19032025|06022025|US01  |RMF-LUB-558L|713.831|L|713.831|L|101|H|63036.84|USD|000002211|PO-2026864
5736713530|2025|23032025|04072025|IN02  |MAT_102565_A|8252.93|L|8252.93|L|101|S|2721869.96|INR|000009981|
