account_number,service_address,meter_id,billing_start,billing_end,read_type,consumption_kwh,peak_demand_kw,demand_charge,energy_charge,total_amount,currency
650928013,"Pune Manufacturing Plant, Sector 12",MTR-UK-474,2025-12-27,2026-01-26,ACTUAL,847914.0,10493.77,922910.53,10669651.88,11592562.41,USD
464606753,"Frankfurt Logistics Hub, Sector 12",MTR-IND-857,2025-12-27,2026-01-26,ESTIMATED,267111.61,4707.44,700010.85,2310553.59,3010564.44,USD
789201348,"Pune Manufacturing Plant, Sector 12",MTR-GER-629,2025-12-27,2026-01-26,ACTUAL,709855.17,13972.78,1798873.77,7581419.39,9380293.16,USD
988433794,"Frankfurt Logistics Hub, Industrial Area",MTR-USA-168,2025-12-27,2026-01-26,ACTUAL,370536.16,5430.91,592343.48,2098709.87,2691053.35,USD
267663425,"Frankfurt Logistics Hub, Sector 12",MTR-GER-528,2025-12-27,2026-01-26,ACTUAL,269200.09,3922.55,453840.92,3854600.72,4308441.64,USD
560035875,"London Sales Office, Industrial Area",MTR-GER-026,2025-12-27,2026-01-26,ACTUAL,83205.8,1604.71,145950.19,531353.15,677303.34,USD
997713122,"Mumbai Corporate Office, Industrial Area",MTR-UK-072,2025-12-27,2026-01-26,ACTUAL,137588.81,2581.31,362693.95,1275959.42,1638653.37,USD
756633345,"Pune Manufacturing Plant, Plot 45",MTR-IND-311,2025-12-27,2026-01-26,ACTUAL,669731.4,11547.5,1413226.89,5766864.1,7180090.99,USD
207671882,"Mumbai Corporate Office, Industrial Area",MTR-UK-017,2025-12-27,2026-01-26,ACTUAL,82268.45,1460.13,184840.22,719571.07,904411.29,USD
582864414,"Frankfurt Logistics Hub, Industrial Area",MTR-UK-646,2025-12-27,2026-01-26,ACTUAL,288128.3,4217.06,549570.71,1763867.85,2313438.56,USD
958685544,"Frankfurt Logistics Hub, Industrial Area",MTR-IND-502,2025-12-27,2026-01-26,ACTUAL,433957.13,6203.51,799875.03,4843228.23,5643103.26,USD
728561925,"Mumbai Corporate Office, Plot 45",MTR-USA-702,2025-12-27,2026-01-26,ACTUAL,91552.1,1562.21,223256.13,741348.44,964604.57,USD
980900275,"Pune Manufacturing Plant, Plot 45",MTR-USA-258,2025-12-27,2026-01-26,ACTUAL,794839.47,13288.34,1861463.14,9658789.53,11520252.67,USD
233536198,"Mumbai Corporate Office, Industrial Area",MTR-GER-830,2025-12-27,2026-01-26,ACTUAL,145147.6,1465.57,208719.89,1874361.84,2083081.73,USD
574680181,"Mumbai Corporate Office, Plot 45",MTR-GER-337,2025-12-27,2026-01-26,ACTUAL,78144.32,1560.54,204420.07,690244.87,894664.94,USD
674409519,"Pune Manufacturing Plant, Plot 45",MTR-IND-498,2025-12-27,2026-01-26,ACTUAL,546133.86,9704.8,1299507.44,3306183.21,4605690.65,USD
274814815,"Pune Manufacturing Plant, Sector 12",MTR-IND-476,2026-01-26,2026-02-25,ACTUAL,587566.48,8630.57,905669.41,7873471.16,8779140.57,USD
564793794,"Chicago Distribution Center, Sector 12",MTR-UK-271,2026-01-26,2026-02-25,ACTUAL,512344.81,5178.43,717023.69,5695258.36,6412282.05,USD
889578025,"London Sales Office, Plot 45",MTR-UK-719,2026-01-26,2026-02-25,ESTIMATED,89599.91,1366.82,175094.79,889640.85,1064735.64,USD
357193003,"Frankfurt Logistics Hub, Sector 12",MTR-USA-895,2026-01-26,2026-02-25,ACTUAL,380807.29,7444.71,1055275.38,5070179.51,6125454.89,USD
144723025,"Pune Manufacturing Plant, Sector 12",MTR-IND-790,2026-01-26,2026-02-25,ACTUAL,596694.34,7911.97,1014698.97,8942165.8,9956864.77,USD
982918707,"London Sales Office, Plot 45",MTR-IND-299,2026-01-26,2026-02-25,ACTUAL,104483.61,1713.18,241745.53,1041070.28,1282815.81,USD
250956151,"Chicago Distribution Center, Sector 12",MTR-UK-967,2026-01-26,2026-02-25,ACTUAL,501133.8,9878.35,799624.62,6221131.02,7020755.64,USD
858114681,"London Sales Office, Industrial Area",MTR-IND-392,2026-01-26,2026-02-25,ACTUAL,64606.33,865.02,126058.81,734597.89,860656.7,USD
429968181,"Frankfurt Logistics Hub, Industrial Area",MTR-UK-336,2026-01-26,2026-02-25,ACTUAL,366318.02,5836.73,529384.16,4810508.54,5339892.7,USD
454491109,"Mumbai Corporate Office, Plot 45",MTR-UK-359,2026-01-26,2026-02-25,ACTUAL,100960.9,1379.91,197738.85,632001.51,829740.36,USD
566590406,"Pune Manufacturing Plant, Sector 12",MTR-UK-658,2026-01-26,2026-02-25,ACTUAL,567609.84,9425.21,1074673.98,4167019.01,5241692.99,USD
999663719,"Pune Manufacturing Plant, Sector 12",MTR-GER-963,2026-01-26,2026-02-25,ACTUAL,656757.52,9991.98,1160814.44,4685440.78,5846255.22,USD
314220444,"Frankfurt Logistics Hub, Sector 12",MTR-USA-700,2026-01-26,2026-02-25,ACTUAL,353389.5,6629.21,823148.79,4763618.2,5586766.99,USD
101741766,"Chicago Distribution Center, Plot 45",MTR-GER-846,2026-01-26,2026-02-25,ACTUAL,648934.82,7001.31,791712.45,5896287.62,6688000.07,USD
561936881,"Mumbai Corporate Office, Industrial Area",MTR-UK-823,2026-01-26,2026-02-25,ACTUAL,103554.17,1826.59,213408.88,1499492.99,1712901.87,USD
313623837,"Pune Manufacturing Plant, Plot 45",MTR-IND-920,2026-01-26,2026-02-25,ACTUAL,885396.07,9534.36,1185620.71,10939708.26,12125328.97,USD
261863921,"London Sales Office, Sector 12",MTR-USA-914,2026-01-26,2026-02-25,ACTUAL,69788.58,1294.81,176609.19,382050.45,558659.64,USD
739861634,"Chicago Distribution Center, Industrial Area",MTR-UK-928,2026-01-26,2026-02-25,ACTUAL,384758.62,6869.21,811829.78,3699590.95,4511420.73,USD
353844829,"Mumbai Corporate Office, Industrial Area",MTR-GER-246,2026-01-26,2026-02-25,ACTUAL,87395.69,1232.43,110337.33,1114514.6,1224851.93,USD
142656176,"Chicago Distribution Center, Industrial Area",MTR-USA-889,2026-01-26,2026-02-25,ACTUAL,533901.72,7239.67,979653.18,7634711.1,8614364.28,USD
406620320,"London Sales Office, Plot 45",MTR-UK-955,2026-01-26,2026-02-25,ACTUAL,87309.32,1404.32,131939.4,1207614.2,1339553.6,USD
221253150,"Frankfurt Logistics Hub, Plot 45",MTR-UK-331,2026-01-26,2026-02-25,ACTUAL,262661.22,3739.07,521681.43,2026995.65,2548677.08,USD
620585605,"Mumbai Corporate Office, Industrial Area",MTR-IND-153,2026-01-26,2026-02-25,ACTUAL,86218.22,1370.04,173367.89,1143328.66,1316696.55,USD
830069172,"Chicago Distribution Center, Sector 12",MTR-GER-401,2026-01-26,2026-02-25,ACTUAL,437577.55,8126.27,1202013.91,2211172.23,3413186.14,USD
703051457,"Pune Manufacturing Plant, Sector 12",MTR-IND-346,2026-01-26,2026-02-25,ACTUAL,907039.57,14770.34,1785012.39,7807412.08,9592424.47,USD
909366202,"Frankfurt Logistics Hub, Sector 12",MTR-USA-867,2026-02-25,2026-03-27,ACTUAL,376619.2,6494.7,567147.25,2950547.66,3517694.91,USD
571289093,"London Sales Office, Sector 12",MTR-IND-814,2026-02-25,2026-03-27,ACTUAL,57275.71,670.38,63466.75,389387.75,452854.5,USD
912605976,"Chicago Distribution Center, Sector 12",MTR-IND-680,2026-02-25,2026-03-27,ACTUAL,480083.29,9254.45,1188227.73,4853535.61,6041763.34,USD
728559110,"Pune Manufacturing Plant, Industrial Area",MTR-USA-721,2026-02-25,2026-03-27,ACTUAL,759526.18,13224.93,1767763.56,3815146.32,5582909.88,USD
428173345,"London Sales Office, Sector 12",MTR-IND-287,2026-02-25,2026-03-27,ACTUAL,92560.21,1788.25,150516.7,1000493.02,1151009.72,USD
916290982,"Mumbai Corporate Office, Industrial Area",MTR-GER-140,2026-02-25,2026-03-27,ACTUAL,153738.82,1916.49,254134.36,2094696.48,2348830.84,USD
599370932,"Pune Manufacturing Plant, Plot 45",MTR-IND-404,2026-02-25,2026-03-27,ACTUAL,874942.99,10174.68,1353432.67,7337557.65,8690990.32,USD
132937385,"Mumbai Corporate Office, Industrial Area",MTR-UK-049,2026-02-25,2026-03-27,ACTUAL,122674.85,1532.66,132086.64,1555188.38,1687275.02,USD
904489191,"Frankfurt Logistics Hub, Industrial Area",MTR-USA-985,2026-02-25,2026-03-27,ACTUAL,376278.11,4902.64,646009.54,5378027.55,6024037.09,USD
573470192,"Chicago Distribution Center, Plot 45",MTR-UK-352,2026-02-25,2026-03-27,ACTUAL,541194.27,8039.22,918424.46,3521561.41,4439985.87,USD
764625629,"Frankfurt Logistics Hub, Plot 45",MTR-IND-637,2026-02-25,2026-03-27,ACTUAL,296217.83,3262.57,456856.23,4190803.74,4647659.97,USD
303991525,"London Sales Office, Plot 45",MTR-IND-593,2026-02-25,2026-03-27,ACTUAL,56428.21,651.37,88441.09,651563.11,740004.2,USD
292487663,"Chicago Distribution Center, Industrial Area",MTR-USA-996,2026-02-25,2026-03-27,ACTUAL,433047.64,4627.49,664914.0,5025504.27,5690418.27,USD
707474390,"Pune Manufacturing Plant, Sector 12",MTR-GER-895,2026-02-25,2026-03-27,ACTUAL,749457.79,10358.79,971058.21,4844875.47,5815933.68,USD
179086537,"Frankfurt Logistics Hub, Plot 45",MTR-IND-208,2026-02-25,2026-03-27,ACTUAL,372709.76,4796.77,414820.33,3083996.21,3498816.54,USD
126733665,"Frankfurt Logistics Hub, Sector 12",MTR-GER-073,2026-02-25,2026-03-27,ACTUAL,314152.84,4244.32,400441.17,4641624.46,5042065.63,USD
607159203,"Pune Manufacturing Plant, Plot 45",MTR-GER-994,2026-02-25,2026-03-27,ESTIMATED,743369.26,12101.79,1800992.3,7276625.56,9077617.86,USD
730009415,"Pune Manufacturing Plant, Plot 45",MTR-GER-372,2026-02-25,2026-03-27,ACTUAL,954336.01,17484.64,1428955.51,13617171.65,15046127.16,USD
735664397,"Frankfurt Logistics Hub, Plot 45",MTR-UK-076,2026-02-25,2026-03-27,ACTUAL,313916.53,4134.67,581072.6,3693957.81,4275030.41,USD
493434972,"Chicago Distribution Center, Industrial Area",MTR-UK-062,2026-02-25,2026-03-27,ACTUAL,586956.83,10663.38,997589.41,8056480.72,9054070.13,USD
160511471,"Chicago Distribution Center, Industrial Area",MTR-GER-177,2026-02-25,2026-03-27,ACTUAL,600033.25,10733.52,1045953.05,7172808.95,8218762.0,USD
206014182,"Frankfurt Logistics Hub, Plot 45",MTR-GER-783,2026-02-25,2026-03-27,ACTUAL,261130.61,3685.96,376186.51,2221387.87,2597574.38,USD
931959155,"Mumbai Corporate Office, Sector 12",MTR-USA-912,2026-02-25,2026-03-27,ACTUAL,84036.69,1453.01,215410.87,1072576.9,1287987.77,USD
323978713,"London Sales Office, Industrial Area",MTR-GER-686,2026-02-25,2026-03-27,ACTUAL,54923.71,667.07,81778.55,808543.69,890322.24,USD
735340347,"London Sales Office, Sector 12",MTR-IND-762,2026-02-25,2026-03-27,ACTUAL,92085.55,1204.6,128221.54,624871.76,753093.3,USD
166802875,"Frankfurt Logistics Hub, Industrial Area",MTR-UK-700,2026-03-27,2026-04-26,ACTUAL,360281.1,5485.19,632563.18,2457649.4,3090212.58,USD
403101826,"Mumbai Corporate Office, Industrial Area",MTR-IND-750,2026-03-27,2026-04-26,ACTUAL,136343.68,2375.16,259503.59,1830102.24,2089605.83,USD
211356699,"Mumbai Corporate Office, Sector 12",MTR-GER-244,2026-03-27,2026-04-26,ACTUAL,111129.92,1776.68,222066.08,735121.79,957187.87,USD
475421337,"Chicago Distribution Center, Sector 12",MTR-USA-693,2026-03-27,2026-04-26,ACTUAL,360268.32,6275.2,781200.77,4640728.35,5421929.12,USD
243513548,"London Sales Office, Plot 45",MTR-IND-133,2026-03-27,2026-04-26,ACTUAL,85972.59,1482.54,123534.61,1224127.17,1347661.78,USD
509348182,"Pune Manufacturing Plant, Plot 45",MTR-UK-483,2026-03-27,2026-04-26,ESTIMATED,1020159.38,18258.95,1585986.89,7242306.35,8828293.24,USD
575303369,"Frankfurt Logistics Hub, Industrial Area",MTR-UK-366,2026-03-27,2026-04-26,ACTUAL,346317.7,5337.32,793150.25,2974308.87,3767459.12,USD
251995039,"Pune Manufacturing Plant, Industrial Area",MTR-IND-343,2026-03-27,2026-04-26,ACTUAL,640574.33,9014.34,1074146.41,4203278.31,5277424.72,USD
506622144,"Mumbai Corporate Office, Plot 45",MTR-USA-122,2026-03-27,2026-04-26,ACTUAL,125501.08,1534.21,159581.28,720652.94,880234.22,USD
251090723,"Chicago Distribution Center, Plot 45",MTR-UK-927,2026-03-27,2026-04-26,ACTUAL,645424.76,10885.0,1009379.84,9560549.68,10569929.52,USD
454157657,"London Sales Office, Plot 45",MTR-GER-214,2026-03-27,2026-04-26,ACTUAL,54082.68,1043.28,89803.88,637592.59,727396.47,USD
424093241,"Mumbai Corporate Office, Plot 45",MTR-IND-596,2026-03-27,2026-04-26,ACTUAL,156046.33,1794.06,147800.66,1527663.47,1675464.13,USD
707983501,"Mumbai Corporate Office, Plot 45",MTR-UK-465,2026-03-27,2026-04-26,ACTUAL,120072.45,1484.7,144210.03,780490.44,924700.47,USD
619083159,"London Sales Office, Sector 12",MTR-UK-053,2026-03-27,2026-04-26,ACTUAL,68787.91,1265.43,188351.86,925332.85,1113684.71,USD
869458630,"Chicago Distribution Center, Industrial Area",MTR-UK-148,2026-03-27,2026-04-26,ACTUAL,541071.83,9216.58,981313.95,4974282.19,5955596.14,USD
336897103,"Mumbai Corporate Office, Sector 12",MTR-IND-127,2026-03-27,2026-04-26,ACTUAL,122909.46,1552.2,158593.8,1657995.77,1816589.57,USD
701139869,"Frankfurt Logistics Hub, Sector 12",MTR-IND-501,2026-03-27,2026-04-26,ACTUAL,280663.8,5154.29,661398.4,2898947.43,3560345.83,USD
221342269,"Mumbai Corporate Office, Industrial Area",MTR-USA-090,2026-03-27,2026-04-26,ACTUAL,164250.67,1989.54,197391.86,2406698.5,2604090.36,USD
665127352,"Chicago Distribution Center, Plot 45",MTR-USA-702,2026-03-27,2026-04-26,ACTUAL,414531.57,7062.54,634237.9,2937102.52,3571340.42,USD
724605327,"Mumbai Corporate Office, Sector 12",MTR-USA-418,2026-03-27,2026-04-26,ACTUAL,86664.77,894.35,112741.6,497644.41,610386.01,USD
479903934,"Pune Manufacturing Plant, Sector 12",MTR-GER-385,2026-03-27,2026-04-26,ACTUAL,729624.35,8677.32,1152675.3,5480222.94,6632898.24,USD
495286594,"Frankfurt Logistics Hub, Plot 45",MTR-USA-187,2026-03-27,2026-04-26,ACTUAL,296239.66,4728.91,596983.43,3202019.22,3799002.65,USD
580739896,"Frankfurt Logistics Hub, Industrial Area",MTR-UK-889,2026-03-27,2026-04-26,ACTUAL,381290.2,4131.7,420067.59,4976892.8,5396960.39,USD
300612543,"Mumbai Corporate Office, Plot 45",MTR-IND-816,2026-03-27,2026-04-26,ACTUAL,162572.15,2904.83,404743.36,2087631.33,2492374.69,USD
279416848,"London Sales Office, Sector 12",MTR-UK-769,2026-03-27,2026-04-26,ACTUAL,101041.03,1260.21,152768.89,1234591.66,1387360.55,USD
428010029,"Chicago Distribution Center, Plot 45",MTR-GER-851,2026-04-26,2026-05-26,ACTUAL,647711.58,12529.0,1637469.04,4209580.31,5847049.35,USD
413673884,"London Sales Office, Plot 45",MTR-IND-431,2026-04-26,2026-05-26,ACTUAL,68331.08,780.17,71613.57,417455.23,489068.8,USD
429057411,"Pune Manufacturing Plant, Sector 12",MTR-IND-062,2026-04-26,2026-05-26,ACTUAL,1058287.06,15824.8,1847387.78,9012505.9,10859893.68,USD
315707735,"Mumbai Corporate Office, Sector 12",MTR-USA-335,2026-04-26,2026-05-26,ACTUAL,199869.71,2087.1,206207.43,1860264.18,2066471.61,USD
833467768,"Frankfurt Logistics Hub, Plot 45",MTR-GER-626,2026-04-26,2026-05-26,ESTIMATED,309968.32,4348.74,477363.35,1881831.46,2359194.81,USD
148422428,"Pune Manufacturing Plant, Sector 12",MTR-USA-295,2026-04-26,2026-05-26,ACTUAL,845208.58,8722.13,1136966.6,4601746.26,5738712.86,USD
906201906,"Frankfurt Logistics Hub, Industrial Area",MTR-GER-746,2026-04-26,2026-05-26,ACTUAL,371066.92,6803.24,974620.38,3673798.11,4648418.49,USD
275436970,"London Sales Office, Plot 45",MTR-UK-605,2026-04-26,2026-05-26,ACTUAL,66841.2,1196.79,98917.21,587216.89,686134.1,USD
958837659,"London Sales Office, Plot 45",MTR-GER-056,2026-04-26,2026-05-26,ACTUAL,111768.54,2092.03,221321.13,922981.43,1144302.56,USD
745626987,"London Sales Office, Industrial Area",MTR-GER-957,2026-04-26,2026-05-26,ACTUAL,71720.92,799.31,70961.08,597921.75,668882.83,USD
309755378,"Pune Manufacturing Plant, Sector 12",MTR-IND-164,2026-04-26,2026-05-26,ACTUAL,853388.69,15503.83,1545752.13,10160095.6,11705847.73,USD
556821410,"London Sales Office, Industrial Area",MTR-USA-794,2026-04-26,2026-05-26,ACTUAL,107165.86,2139.29,270114.55,635848.97,905963.52,USD
528466493,"Chicago Distribution Center, Plot 45",MTR-IND-759,2026-04-26,2026-05-26,ACTUAL,493151.1,7742.62,1083109.4,6413941.99,7497051.39,USD
931842364,"Pune Manufacturing Plant, Plot 45",MTR-USA-017,2026-04-26,2026-05-26,ACTUAL,715178.43,7808.91,1166650.65,10096395.06,11263045.71,USD
246633809,"Frankfurt Logistics Hub, Sector 12",MTR-IND-072,2026-04-26,2026-05-26,ACTUAL,427952.77,5572.03,787867.93,3480477.31,4268345.24,USD
623749101,"Chicago Distribution Center, Industrial Area",MTR-UK-540,2026-04-26,2026-05-26,ACTUAL,803971.12,12034.94,1122064.82,12054012.62,13176077.44,USD
626831833,"London Sales Office, Sector 12",MTR-UK-767,2026-04-26,2026-05-26,ACTUAL,67831.43,880.04,93927.68,640707.05,734634.73,USD
780265698,"Pune Manufacturing Plant, Sector 12",MTR-USA-802,2026-04-26,2026-05-26,ESTIMATED,1005965.84,15407.5,2120386.17,6716115.26,8836501.43,USD
496601401,"Chicago Distribution Center, Industrial Area",MTR-UK-945,2026-04-26,2026-05-26,ACTUAL,792208.41,11824.25,1033577.2,8590317.96,9623895.16,USD
317856517,"Mumbai Corporate Office, Plot 45",MTR-GER-935,2026-04-26,2026-05-26,ACTUAL,157654.97,1686.77,189419.38,1561657.08,1751076.46,USD
814069265,"Frankfurt Logistics Hub, Industrial Area",MTR-USA-857,2026-04-26,2026-05-26,ACTUAL,555585.78,6295.41,574556.69,4005235.7,4579792.39,USD
407661014,"Pune Manufacturing Plant, Industrial Area",MTR-USA-284,2026-04-26,2026-05-26,ACTUAL,922622.07,12638.59,1224222.3,11153598.19,12377820.49,USD
512429705,"London Sales Office, Sector 12",MTR-USA-104,2026-04-26,2026-05-26,ACTUAL,110589.81,1854.52,196251.91,673201.71,869453.62,USD
342435717,"Pune Manufacturing Plant, Plot 45",MTR-USA-395,2026-04-26,2026-05-26,ACTUAL,1145142.6,17915.75,1780296.24,6373081.07,8153377.31,USD
528048144,"London Sales Office, Sector 12",MTR-IND-227,2026-04-26,2026-05-26,ACTUAL,102885.34,1459.63,175100.31,992945.39,1168045.7,USD
