MBLNR|MJAHR|BLDAT|BUDAT|WERKS|MATNR|MENGE|MEINS|ERFMG|ERFME|BWART|SHKZG|NETWR|WAERS|LIFNR|XBLNR
5122083466|2025|10012025|01052025|US02  |MAT_454271_A|207.575|HR||HR|101|H|70423.44|USD|000002211|
5128251256|2025|08042025|16042025|IN01  |RMF-CHE-730KG|6069.45|L||L|201|S|2750013.5|INR|000009981|
5185087466|2025|11032025|09022025|FRA01 |MAT_411785_B|1633.692|L|1633.692|L|101|S|248608.62|EUR|000000112|
5652934541|2025|18022025|16042025|LON02 |MAT_296063_REV2|7727.479|L||L|101|S|1191088.85|GBP|000005551|
5291306809|2025|23032025|"=""09.01.2025"""|DEL05 |Z-FUEL-5843|179.654|L||L|101|S|82194.45|INR|000009981|PO-2026965
5349811276|2025|03052025|09022025|DE02  ||290.705|EA|290.705|EA|101|H|45881.25|EUR|000000112|PO-2025629
5694952208|2025|30042025|05012025|IN02  |Z-FUEL-9119|225.332|L|225.332|L|101|H|81902.69|INR|000009981|
5622094606|2025|08042025|14042025|IN02  |MAT_934105_B|1535.199|L|1535.199|L|101|S|323678.25|INR|000009981|PO-2026974
5430200758|2025|06052025|28-Feb-2025|MUM01 |Z-STEEL-2222|331.744|BOX|331.744|BOX|541|H|85518.93|INR|000009981|PO-2025481
5573525411|2025|30042025|04052025|CHI03 |315233157849010309|470.522|HR|470.522|HR|101|H|81929.93|USD|000002211|PO-2025282
5877322114|2025|01-Feb-2025|15012025|LON02 |RMF-LUB-477KG|454.104|BOX|454.104|BOX|101|S|47771.68|GBP|000005551|PO-2026955
5528168172|2025|21022025|28042025|US01  |Z-CHEM-4168|716.971|L|716.971|L|261|S|133512.4|USD|000002211|
5872836030|2025|17052025|06012025|FRA01 |Z-FUEL-3201|147.542|EA|147.542|EA|501|S|14612.35|EUR|000000112|PO-2026483
5281599788|2025|05-Apr-2025|22012025|IN01  |MAT_618497_A|22.41|L|22.41|L|101|H|1955.78|INR|000009981|PO-2025369
5159102175|2025|25042025|05.02.2025|CHI03 |MAT_365131_B|658.879|L|658.879|L|101|S|234106.95|USD|000002211|
5478007252|2025|08052025|10042025|CHI03 |Z-LUBE-4965|8126.007|L|8126.007|L|101|S|626009.15|USD|000002211|PO-2026778
5927263158|2025|05032025|01022025|UK01  |MAT_566729_B|212.806|BOX|212.806|BOX|101|H|91942.99|GBP|000005551|PO-2026445
5468424880|2025|07012025|26052027|IN01  |Z-CHEM-1460|9525.033|L|9525.033|L|102|S|3813579.39|INR|000009981|
5221765461|2025|23032025|26022025|LON02 |RMF-LUB-567MT|6419.169|L||L|101|S|946434.92|GBP|000005551|PO-2025398
5967122308|2025|08022025|04-May-2025|DEL05    |RMF-DIE-319MT|1882.976|L|1882.976|L|101|H|266222.08|INR|000009981|
5689640796|2025|07022025|02/20/2025|LON02 |Z-LUBE-9277|469.458|BOX|469.458|BOX|261|H|189272.03|GBP|000005551|PO-2026915
5115900874|2025|02012025|07022025|DE02  |MAT_286127_B|1840.499|L|1840.499|L|101|H|150775.7|EUR|000000223|PO-2025774
5167148169|2025|17042025|03022025|IN02  |Z-FUEL-8036|1324.783|L|1324.783||101|S|296979.38|INR|000009981|
5046028715|2025|24012025|14012025|US02  |Z-LUBE-4849|21526.794|L||L|101|H|8323297.84|USD|000002212|PO-2025637
5929732025|2025|12022025|06032025|IN01  |Z-LUBE-5025|1780.472|L|1780.472|L|101|S|549366.92|INR|000009981|PO-2025800
5746470131|2025|28022025|19.05.2025|UK01  |Z-STEEL-5132|406.778|BOX|406.778|BOX|541|H|35877.98|GBP|000005551|
5983284507|2025|07012025|26.03.2025|IN02  |727620273870796395|383.438|MT|383.438|MT|101|H|70230.51|INR|000004611|PO-2026065
5412960879|2025|28042025|10052025|FRA01 |RMF-DIE-387MT|436.808|EA|436.808|EA|201|S|130631.14|EUR|000000112|PO-2026774
5915133994|2025|29032025|14.02.2025|UK01  |788862736479189957|32.486|BOX|32.486|BOX|101|S|2580.9|GBP|000005551|PO-2026196
5934156754|2025|24052025|03042025|DE01  |445607046504689379|1185.298|L|1185.298|L|101|H|321935.63|EUR|000000112|PO-2026614
5989715094|2025|26042025|20052025|CHI03 |RMF-DIE-921KG|62.054|EA|62.054|EA|101|H|21954.29|USD|000002211|PO-2025186
5333175914|2025|08012025|12012025|US01  |RMF-LUB-991MT|309.121|HR|309.121|HR|101|H|82445.21|USD|000002211|PO-2026533
5134434118|2025|11022025|23.03.2025|LON02 |Z-LUBE-8769|337.838|BOX||BOX|101|S|45889.09|GBP|000005551|PO-2025771
5200624827|2025|09042025|04032025|DE02  |MAT_731335_A|1533.982|L|1533.982|L|501|S|477890.34|EUR|000000223|PO-2026041
5406122730|2025|17052025|14.02.2025|DE01  |Z-LUBE-9552|103.68|EA|103.68|EA|102|S|21848.36|EUR|000000112|
5572282401|2025|01042025|02/06/2025|LON02 |533198128288551824|701.321|L|701.321|L|541|S|224807.75|GBP|000005551|PO-2025611
5297037772|2025|26052025|19052025|DEL05 |RMF-IND-796MT|468.154|EA|468.154|EA|101|S|157502.25|INR|000009981|PO-2025850
5436166841|2025|13042025|03012025|DE01  |RMF-DIE-666L|1671.645|L|1671.645|L|101|H|577837.81|EUR|000000112|PO-2025068
5197916141|2025|13.04.2025|18042025|LON02 |MAT_303605_REV1|771.14|L|771.14|L|201|H|45478.72|GBP|000005551|PO-2026933
5331323493|2025|16032025|21052025|DE01  |MAT_383510_A|1260.659|L|1260.659|L|101|S|411428.43|EUR|000000223|PO-2025481
5346553143|2025|"=""11.05.2025"""|23042025|DE01  |MAT_996884_A|4636.533|L|4636.533|L|541|H|1486387.79|EUR|000000112|
5857635002|2025|19032025|02.05.2025|US02  |MAT_920212_REV1|1714.008|L|1714.008|L|501|S|752507.54|USD|000002211|PO-2025320
5950445205|2025|16042025|08022025|DE02  |MAT_879156_REV1|44315.962|L|44315.962|L|122|H|19138241.51|EUR|000000112|
5239121483|2025|21.05.2025|09022025|US02  |MAT_694875_A|428.936|EA||EA|201|H|160238.74|USD|000002212|PO-2025330
5328934708|2025|01.01.2025|18.03.2025|MUM01 |277264277226968883|6684.147|L|6684.147|L|101|S|926173.77|INR|000009981|
5450279149|2025|23052025|14042025|IN01  |RMF-CHE-539KG|32849.35|L|32849.35|L|101|S|3662619.85|INR|000009981|PO-2025993
5792638620|2025|15052025|22012025|IN01  |Z-CHEM-3462|1227.254|L|1227.254|L|501|S|124608.31|INR|000009981|PO-2026826
5469164692|2025|05022025|10052025|CHI03 |Z-FUEL-9876|4877.153|L|4877.153|L|501|S|1836980.5|USD|000002211|PO-2026341
5153317288|2025|05012025|11032025|DEL05 |Z-CHEM-1121|1347.395|L|1347.395|L|101|S|370675.97|INR|000009981|PO-2026165
5486152061|2025|02052025|17052025|US02  |MAT_961491_REV2|65.419|HR|65.419|HR|101|S|28560.74|USD|000002211|PO-2025225
5418999718|2025|29.01.2025|15012025|LON02 |493500919706728940|1803.343|L|1803.343|L|101|H|754350.43|GBP|000005551|PO-2026596
5038208840|2025|02.05.2025|22022025|IN01  |Z-STEEL-6510|26.487|MT|26.487|MT|321|S|12748.36|INR|000004611|PO-2026825
5529148661|2025|29012025|07.04.2025|IN01  |RMF-CHE-619MT|3125.308|L|3125.308|L|101|S|873676.56|INR|000009981|PO-2026515
5684772527|2025|30052025|02052025|MUM01 |Z-CHEM-4166|269.594|BOX|269.594|BOX|501|S|97377.61|INR|000009981|PO-2026597
5714182087|2025|03/04/2025|05052025|IN01  |147903492274100751||L|1079.547|L|101|H|363953.42|INR|000009981|PO-2026211
5172649624|2025|03.02.2025|13012025|UK01  |RMF-LUB-893MT|155.713|BOX|155.713|BOX|122|S|67854.33|GBP|000005551|
5150472986|2025|"=""04.06.2025"""|24032025|MUM01 |MAT_557680_REV2|630.646|L||L|101|H|243047.45|INR|000009981|PO-2026150
5989389264|2025|12042025|30042025|US02  |MAT_500267_REV1|1735.423|L|1735.423|L|101|H|390752.57|USD|000002212|PO-2025959
5352693670|2025|06012025|15052025|DE01  |MAT_212279_REV1|332.824|EA|332.824|EA|101|S|70902.28|EUR|000000112|
5222303992|2025|02012025|25052025|LON02 |792491054840396950|824.603|L|824.603|L|201|S|263666.1|GBP|000005551|PO-2025899
5428730203|2025|02042025|04012025|US02  |RMF-DIE-772L|1404.589|L|1404.589|L|101|S|530279.59|USD|000002211|PO-2025709
5127058610|2025|21.05.2025|01/24/2025|FRA01 |815956797554453521|52.772|KG|52.772|KG|101|H|11743.46|EUR|000000223|PO-2026014
5877252521|2025|03012025|21032025|DE02  |077658611569162134|45.193|EA|45.193|EA|201|S|9677.21|EUR|000000112|
5512972423|2025|30032025|24022025|LON02 |078916436101193803|1083.466|L|||101|S|257404.0|GBP|000005551|PO-2025112
5477643934|2025|12022025|22012025|US01  |Z-LUBE-8689|282.888|HR|282.888|HR|201|S|109257.93|USD|000002211|PO-2026992
5615740915|2025|13022025|14052025|CHI03 |333158068731577272|1707.986|L|1707.986|L|101|H|141456.35|USD|000002211|PO-2025552
5771415742|2025|29042025|01022025|LON02 |MAT_725665_REV1|1675.408|L|1675.408|L|101|S|678952.12|GBP|000005551|PO-2026743
5795510346|2025|25012025|05042025|DE01  |RMF-DIE-367L|7659.061|L|7659.061||101|S|3314578.59|EUR|000000112|PO-2025726
5022340721|2025|17032025|12022025|LON02 |RMF-DIE-286KG|2263.074|L|2263.074|L|201|H|1126907.51|GBP|000005551|PO-2025844
5088181224|2025|25052025|09052025|LON02 |MAT_630316_REV2|304.755|BOX|304.755|BOX|101|H|24043.6|GBP|000005551|PO-2025543
5428443286|2025|10042025|18032025|US01  |Z-CHEM-7855|469.743|EA|469.743|EA|101|H|177233.22|USD|000002211|PO-2026578
5789911255|2025|12.02.2025|02012025|IN01  |RMF-CHE-685KG|326.276|L|326.276|L|101|H|51495.44|INR|000004611|PO-2025438
5218027536|2025|03052025|17032025|CHI03 |RMF-CHE-182L|869.683|L|869.683|L|101|S|262086.56|USD|000002211|
5651723054|2025|23052025|11052025|FRA01 |RMF-CHE-689L|916.958|L|916.958||541|S|108840.65|EUR|000000112|
5952577840|2025|24.04.2025|24012025|CHI03 |653636438617704096|343.694|HR|343.694|HR|101|S|106610.77|USD|000002211|
5021539707|2025|21042025|15022025|LON02 |Z-LUBE-4555|858.084|L|858.084||261|H|371829.06|GBP|000005551|PO-2026026
5657955286|2025|10012025|"=""17.02.2025"""|DE01  |868370440414007774|-203.519|EA|203.519|EA|122|S|60189.13|EUR|000000112|
5879997446|2025|01.03.2025|23012025|CHI03 |350403056823723777|978.409|L|978.409|L|101|H|158554.18|USD|000002211|
5441527337|2025|16042025|07052025|DE01  |Z-CHEM-1952|1263.003|L|1263.003|L|201|H|309694.26|EUR|000000223|PO-2026617
5352764459|2025|29012025|20032025|LON02    |Z-FUEL-9495|43010.419|L|43010.419||101|H|19699710.9|GBP|000005551|PO-2026461
5428938732|2025|11.01.2025|04/07/2025|MUM01 |Z-LUBE-6969|4908.458|L|4908.458|L|122|H|1745388.57|INR|000009981|PO-2026943
5572729092|2025|08.01.2025|18022025|DE01  |178186156954292561|235.27|EA||EA|101|S|91719.81|EUR|000000112|PO-2025204
5519165271|2025|21042025|20012025|IN01  |RMF-DIE-232MT|283.817|MT|283.817|MT|101|S|108980.98|INR|000009981|PO-2026139
5787905231|2025|27032025|13012025|US01  |Z-CHEM-4165|101.956|HR|101.956|HR|101|H|14038.8|USD|000002211|PO-2025880
5194198927|2025|23052025|28032025|MUM01 |718462448952343193|34434.139|L|34434.139||101|S|8340599.73|INR|000009981|
5833443893|2025|14022025|03022025|IN02  |686623470658413158|5460.652|L|5460.652|L|541|S|1676763.06|INR|000009981|PO-2026228
5171184008|2025|11012025|12032025|IN02  |MAT_838272_REV1|1386.719|L|1386.719|L|101|S|383497.12|INR|000004611|PO-2025375
5906153518|2025|13032025|23042025|IN01  |Z-FUEL-4864|8304.086|L|8304.086||101|H|4035775.19|INR|000009981|
5513962710|2025|08052025|01042025|CHI03 |MAT_963263_B|385.273|EA|385.273|EA|101|H|108250.42|USD|000002211|
5526153976|2025|12032025|25022025|LON02 |RMF-CHE-305L|701.297|L|701.297|L|541|H|255643.68|GBP|000005551|PO-2026800
5839629420|2025|10012025|16022025|DE01  |Z-CHEM-6528|240.933|KG|240.933|KG|102|H|95573.34|EUR|000000112|PO-2025214
5147854626|2025|04042025|24032025|DEL05 |Z-LUBE-6314|1358.015|L|1358.015|L|101|S|124341.5|INR|000009981|PO-2026539
5997841357|2025|30032025|12022025|CHI03 |RMF-LUB-598KG|249.047|EA|249.047|EA|122|S|116605.17|USD|000002211|
5173758986|2025|04062025|14032025|CHI03 |215700070496791093|186.976|HR|186.976|HR|101|S|60971.9|USD|000002211|PO-2026468
5432729926|2025|28032025|19052025|LON02 |MAT_883924_REV1|103.122|BOX|103.122|BOX|101|S|24659.8|GBP|000005551|PO-2025226
5467000004|2025|19032025|10012025|IN02  |RMF-CHE-843L|9490.185|L|9490.185|L|101|H|2502497.62|INR|000004611|
5913811293|2025|18012025|22032025|DE02  |MAT_553804_REV2|984.595|L|984.595|L|541|H|326203.39|EUR|000000112|PO-2026374
5390758400|2025|01052025|12022025|DEL05 |Z-LUBE-2404|117.752|BOX|117.752|BOX|101|S|57603.42|INR|000009981|PO-2026278
5853399144|2025|11012025|22052025|DE01  |RMF-IND-856KG|7695.273|L||L|201|S|1729325.73|EUR|000000112|
5582231447|2025|09012025|15022025|DE01  |Z-FUEL-7507|196.426|EA|196.426||101|S|27789.65|EUR|000000112|PO-2025743
5194315308|2025|26042025|26.03.2025|LON02 |073727252035880521|343.167|BOX|343.167|BOX|102|H|169735.01|GBP|000005551|PO-2025064
5502091769|2025|19022025|09.02.2025|US02  |RMF-DIE-179KG|1879.882|L|1879.882|L|101|H|760019.15|USD|000002211|PO-2025176
5285866897|2025|07042025|20042025|US01  |Z-LUBE-9055|231.294|EA|231.294|EA|122|H|73407.5|USD|000002211|PO-2026344
5708710739|2025|10032025|18052025|DE01  |MAT_880517_A|197.087|EA|197.087|EA|101|S|98043.31|EUR|000000223|PO-2025223
5489485192|2025|04/24/2025|23032025|CHI03 |RMF-LUB-884KG|88.854|EA|88.854|EA|101|S|20180.06|USD|000002211|PO-2026294
5077281584|2025|02062025|05052025|IN02  |472379101991595475|19959.802|L|19959.802|L|101|H|6202496.83|INR|000009981|PO-2025392
5690129321|2025|27012025|11052025|US02  |MAT_370057_B|1484.091|L||L|101|H|419954.8|USD|000002211|
5224584966|2025|14062025|08052025|MUM01 |RMF-IND-135L|5524.299|L|5524.299|L|101|S|952510.58|INR|000004611|PO-2025789
5623763200|2025|11032025|29032025|IN01  |Z-FUEL-1205|7682.146|L|7682.146|L|101|S|599307.13|INR|000008821|PO-2025150
5497277672|2025|14052025|13-Jun-2025|DEL05 |RMF-IND-188L|2403.285|L|2403.285|L|321|S|259524.49|INR|000009981|
5685281541|2025|"=""27.01.2025"""|27012025|MUM01 |Z-CHEM-8640|1860.275|L|1860.275||101|H|217688.18|INR|000009981|PO-2025560
5699981650|2025|29032025|08052025|FRA01 |164718117074923037|318.23|EA|318.23|EA|122|H|103685.35|EUR|000000112|PO-2026732
5352766891|2025|12032025|23022025|IN02  |277383142370462901|1835.023|L||L|101|H|684200.46|INR|000009981|PO-2026159
5268238771|2025|10022025|26052027|MUM01 |RMF-LUB-507MT|7561.861|L|7561.861|L|101|H|3005025.01|INR|000009981|
5718542932|2025|26.03.2025|01.06.2025|CHI03 |MAT_404895_REV1|304.933|HR|304.933|HR|101|S|39046.95|USD|000002211|PO-2025501
5514493964|2025|17032025|03062025|FRA01 |RMF-DIE-920MT|380.559|KG|380.559|KG|541|H|175509.29|EUR|000000112|PO-2025887
5209670458|2025|12.03.2025|21022025|MUM01 |MAT_267179_REV1||L|2002.209|L|201|H|125610.9|INR|000009981|PO-2025023
5145239685|2025|24.02.2025|05022025|LON02 |MAT_820990_B|795.11|L|795.11|L|201|H|256838.46|GBP|000005551|
5439573155|2025|24032025|26062025|CHI03 |RMF-LUB-587L|1032.158|L|1032.158|L|541|H|304924.35|USD|000002211|
5184451144|2025|09022025|26022025|MUM01 |684397083806454789|48961.271|L|48961.271|L|101|H|23385928.32|INR|000009981|PO-2026368
5879065159|2025|11042025|01012025|LON02 |RMF-CHE-971KG|1014.756|L||L|201|S|330718.69|GBP|000005551|
5423058464|2025|22.02.2025|07012025|DEL05 |RMF-IND-514MT|1365.748|L|1365.748|L|102|S|124216.67|INR|000009981|PO-2026618
5900866716|2025|13022025|23022025|US02  |676318591319896491|7252.981|L|7252.981|L|102|S|2731985.08|USD|000002211|PO-2025806
5416121661|2025|20032025|08032025|LON02 |MAT_373972_A|1153.085|L|1153.085|L|102|S|228872.02|GBP|000005551|PO-2026739
5324274442|2025|03042025|16022025|CHI03 |409357845624223689|404.646|HR|404.646|HR|102|S|135960.29|USD|000002211|
5379440110|2025|30052025|25042025|IN01  |MAT_619286_REV2|254.498|L|254.498|L|261|S|123031.28|INR|000009981|
5538692572|2025|10022025|04032025|DE01  |414496995168047874|209.282|EA|209.282|EA|261|H|94465.64|EUR|000000112|
5787283048|2025|30032025|08062025|DE02  |MAT_927211_B|305.962|EA||EA|102|S|44966.86|EUR|000000112|
5139251070|2025|21062025|17.05.2025|DE01  |RMF-LUB-750L|8136.798|L|8136.798|L|101|S|3702066.0|EUR|000000112|
5856758814|2025|22062025|06042025|FRA01 |MAT_844976_REV1|81.435|EA|81.435|EA|101|S|5783.47|EUR|000000112|PO-2026244
5662386762|2025|26012025|15.05.2025|DEL05 |855211480592762013|5554.21|L|5554.21|L|101|H|1462319.67|INR|000009981|
5126478266|2025|19022025|06062025|UK01  |MAT_663711_REV1|268.953|BOX|268.953|BOX|541|S|107235.5|GBP|000005551|PO-2026968
5992739434|2025|26042025|08022025|US01  |MAT_730977_B|1882.155|L|1882.155|L|541|S|465084.45|USD|000002211|PO-2025789
5982250943|2025|28022025|28052025|US01  |646695540505993100|264.52|EA|264.52|EA|101|S|35614.94|USD|000002211|PO-2025084
5269061106|2025|14012025|11052025|LON02 |896749035686349306|1895.257|L|1895.257|L|102|H|290755.44|GBP|000005551|
5692318918|2025|20012025|05042025|DEL05 |Z-FUEL-9311|886.782|L|886.782|L|541|S|315552.17|INR|000009981|
5114519341|2025|30012025|06062025|DE01  |Z-STEEL-8740|288.356|KG|288.356|KG|101|S|124432.35|EUR|000000112|PO-2025862
5592939348|2025|13042025|23052025|US01  |Z-LUBE-1602|981.651|L||L|101|S|240199.4|USD|000002211|
5674929213|2025|19032025|06072025|UK01  |923762013813112924|21065.11|L|21065.11|L|101|S|4581744.78|GBP|000005551|
5075947962|2025|06/15/2025|04042025|IN01  |MAT_104883_REV2|227.859|MT|227.859|MT|101|S|61362.14|INR|000009981|
5044715533|2025|17052025|05072025|DE01  |617388078490809651|1121.789|L||L|501|H|439671.44|EUR|000000223|PO-2025016
5677113426|2025|16042025|30.06.2025|FRA01 |RMF-IND-587L|17471.015|L|17471.015||101|H|6267266.51|EUR|000000112|PO-2025198
5667226638|2025|24052025|02032025|US02  |Z-STEEL-6492|5919.755|L|5919.755|L|101|S|718169.33|USD|000002211|PO-2026957
5871366715|2025|10.07.2025|05052025|LON02 |099187778035765901|1274.862|L|1274.862|L|101|H|254137.67|GBP|000005551|PO-2025026
5713336300|2025|30062025|01022025|DE01  |Z-CHEM-5032|159.722|KG|159.722|KG|261|H|32063.51|EUR|000000112|PO-2025983
5796671244|2025|01022025|24062025|IN02  |Z-FUEL-2556|406.845|BOX|406.845|BOX|101|S|166609.65|INR|000009981|PO-2026479
5126425922|2025|10012025|10022025|IN01  |Z-CHEM-6264|1554.987|L|1554.987|L|122|H|297682.83|INR|000009981|PO-2025246
5982860254|2025|21012025|05052025|US01  |014718613364078209|313.66|EA|313.66|EA|101|H|80334.73|USD|000002211|PO-2026006
5225187764|2025|28.03.2025|08042025|MUM01 |688658150092890058|791.45|L|791.45|L|101|S|344051.7|INR|000009981|PO-2026534
5566473571|2025|31012025|10.01.2025|LON02 |230867855258100009|7136.718|L|7136.718|L|541|S|1491979.15|GBP|000005551|PO-2026437
5166569663|2025|09072025|20/25/0404|IN01  |RMF-CHE-459KG|117.889|BOX|117.889||261|H|45698.77|INR|000009981|PO-2025782
5202308781|2025|13032025|"=""14.04.2025"""|DE01  |399371941168017990|476.336|KG|476.336|KG|101|S|84192.5|EUR|000000112|PO-2025266
5464848655|2025|22062025|09072025|DEL05 |RMF-DIE-582L|294.012|MT||MT|101|S|57527.22|INR|000009981|PO-2025120
5165416501|2025|04062025|24.06.2025|MUM01 |MAT_785167_A|64188.0|EA|64.188|EA|101|H|4574.75|INR|000008821|PO-2025894
5616286935|2025|08032025|03052025|CHI03 |MAT_342172_A|133.231|HR|133.231||101|S|59779.41|USD|000002211|PO-2026043
5857123654|2025|15032025|08042025|LON02 |999168839636385278|9788.363|L||L|101|H|2723387.09|GBP|000005551|PO-2025861
5158720188|2025|29062025|09052025|LON02 |RMF-CHE-192MT|1978.952|L|1978.952|L|101|S|710608.31|GBP|000005551|PO-2025982
5378981919|2025|31052025|12052025|DE01  |MAT_173019_A|452.78|EA|452.78|EA|261|H|33831.56|EUR|000000112|PO-2026492
5431072558|2025|29062025|20052025|DE02  |MAT_458312_A|1424.783|L|1424.783|L|101|S|267849.45|EUR|000000112|PO-2026639
5907436174|2025|04-Jun-2025|24042025|IN01  |RMF-CHE-562MT|4395.125|L|4395.125|L|541|H|2022621.23|INR|000009981|
5740288850|2025|24052025|24.04.2025|IN01  |711632039947242505|1042.855|L|1042.855|L|101|H|405985.41|INR|000009981|PO-2026663
5048430963|2025|14022025|25.05.2025|IN01  |MAT_220386_A|1689.71|L||L|541|S|273093.16|INR|000009981|
5772694340|2025|18042025|15062025|UK01  |RMF-LUB-925KG|40819.219|L|40819.219|L|101|S|9931645.07|GBP|000005551|
5907959177|2025|25042025|04072025|UK01  |Z-CHEM-1540|88.924|BOX|88.924|BOX|101|S|7631.95|GBP|000005551|PO-2025314
5461986849|2025|29032025|10032025|MUM01 |293599904238924565|1871.649|L|1871.649|L|101|S|505106.1|INR|000009981|PO-2026447
5162583621|2025|17072025|18052025|DE01  |492196427097148347|129.712|KG|129.712|KG|101|S|60915.4|EUR|000000112|PO-2026896
5204488410|2025|10052025|19022025|FRA01 |RMF-CHE-902L|89.165|KG|89.165|KG|101|H|25993.99|EUR|000000112|PO-2025296
5876441418|2025|10022025|18072025|MUM01 |MAT_563694_REV1|2028.002|L|2028.002|L|101|H|115480.02|INR|000009981|PO-2026909
5116698956|2025|04012025|25062025|UK01  |320211206682718869|399.695|BOX|399.695|BOX|101|S|117158.87|GBP|000005551|
5442549699|2025|26022025|21012025|DEL05 |RMF-DIE-324KG|1457.13|L|1457.13|L|261|H|468878.61|INR|000009981|
5766458377|2025|05072025|"=""28.01.2025"""|CHI03 |MAT_195745_REV2|524.796|L|524.796|L|101|H|143335.88|USD|000002211|PO-2026812
5629731027|2025|12022025|28052025|FRA01 |MAT_642102_REV1|320.512|KG|320.512|KG|501|H|91852.83|EUR|000000112|PO-2025182
5015810480|2025|29032025|26052027|CHI03 |MAT_583310_B|766.551|L|766.551|L|101|S|167204.39|USD|000002211|
5019160248|2025|05032025|01032025|DE02  |657337481426657243|27.864|EA|27.864|EA|101|H|8869.86|EUR|000000112|
5862286630|2025|28052025|25042025|CHI03 |Z-LUBE-5778|280.484|EA|280.484|EA|101|H|65021.21|USD|000002211|PO-2025448
5210890799|2025|13072025|01042025|US02  |MAT_673521_B|1701.348|L|1701.348|L|102|H|293348.15|USD|000002211|PO-2025336
5083437565|2025|09032025|16022025|UK01  |RMF-LUB-249L|43130.883|L|43130.883||101|H|11591271.71|GBP|000005551|PO-2026084
5515843135|2025|23012025|13062025|CHI03 |843925642236061820|4537.731|L|4537.731|L|101|S|1665684.49|XYZ|000002212|PO-2025163
5193738988|2025|19032025|21.06.2025|DEL05 |895129447039766620|932.763|L||L|101|H|313180.94|INR|000009981|PO-2026186
5432150525|2025|21042025|29032025|US02  |Z-FUEL-7407||L|1225.442|L|261|H|586738.62|USD|000002212|
5513486369|2025|02072025|01042025|IN01  |017047121504449458|3462.488|L|3462.488|L|101|S|1401330.9|INR|000009981|
5441615491|2025|01022025|17012025|UK01  |RMF-LUB-687MT|1704.919|L|1704.919|L|101|H|726146.82|GBP|000005551|
5335878431|2025|06062025|19042025|DE02  |RMF-DIE-444L|8586.163|L|8586.163|L|501|H|474793.79|EUR|000000112|PO-2026275
5677734050|2025|21072025|02042025|FRA01 |010167416849158728|31408.641|L|31408.641|L|101|H|2605963.07|EUR|000000223|PO-2026738
5828808570|2025|24012025|21062025|DEL05 |Z-STEEL-4765|229.335|BOX|229.335|BOX|101|H|65971.63|INR|000009981|
5484953392|2025|05/17/2025|17052025|DEL05 |798481316234311861|6181.849|L||L|101|S|1490774.26|INR|000009981|PO-2026075
5388311758|2025|16032025|25072025|MUM01 |RMF-DIE-696L|156.255|MT|156.255|MT|321|S|75522.7|INR|000004611|PO-2026394
5195620986|2025|18.04.2025|06062025|IN01  |250305152900470143|703.592|L|703.592|L|101|H|283323.46|INR|000009981|PO-2025295
5478795886|2025|21032025|05012025|US02  |Z-FUEL-2495|250.874|HR|250.874|HR|541|S|13925.19|USD|000002211|PO-2026774
5817481568|2025|11072025|10032025|IN02  |Z-LUBE-8859|1139.19|L|1139.19|L|101|H|206911.15|INR|000009981|
5449944653|2025|07022025|02042025|MUM01 |MAT_667332_A|594.729|L|594.729|L|101|H|139879.87|INR|000004611|
5990363320|2025|25062025|19022025|FRA01 |Z-CHEM-2552|531.416|L||L|101|H|146455.0|EUR|000000223|PO-2025688
5908210198|2025|05.07.2025|14052025|LON02 |MAT_787258_A|224.932|BOX|224.932|BOX|501|H|109918.94|GBP|000005551|PO-2025945
5086147273|2025|09072025|18032025|DE02  |MAT_225008_REV2|1061.452|L|1061.452|L|501|H|423828.36|EUR|000000223|PO-2026019
5653460666|2025|10032025|07012025|IN01  |RMF-IND-755KG|430.457|MT|430.457|MT|101|S|91531.15|INR|000004611|PO-2026454
5873695387|2025|04012025|30012025|LON02 |Z-FUEL-4018|550.62|L|550.62|L|101|S|208508.78|GBP|000005551|PO-2026011
5544649957|2025|17052025|09042025|DEL05 |RMF-CHE-942MT|8461.153|L|8461.153|L|541|S|3598315.48|INR|000009981|
5417160590|2025|26012025|08.07.2025|LON02 |179485454122892193|582.763|L|582.763|L|101|H|281718.66|GBP|000005551|PO-2025363
5257954134|2025|03032025|29052025|DE01  |MAT_474314_REV2|397.091|EA|397.091|EA|101|H|188593.88|EUR|000000223|PO-2025883
5891067731|2025|17022025|11042025|DE01  |Z-LUBE-1217|1648.012|ZZZ|1648.012|L|541|S|779921.42|EUR|000000223|PO-2026293
5361230068|2025|22072025|03062025|UK01  |RMF-CHE-585L|1453.278|L|1453.278|L|541|H|634943.52|GBP|000005551|PO-2026888
5387797547|2025|01012025|10072025|IN01  |RMF-LUB-611KG|1213.78|L|1213.78|L|501|S|569796.69|INR|000009981|
5857065923|2025|24022025|22062025|UK01  |MAT_390274_A|21989.002|L|21989.002|L|541|S|5992557.43|GBP|000005551|PO-2025457
5719853564|2025|22012025|18042025|FRA01 |Z-STEEL-5104|66.809|EA||EA|101|H|8656.14|EUR|000000112|PO-2025149
5400166402|2025|10022025|19042025|CHI03 |RMF-LUB-560MT|264.785|HR|264.785|HR|122|S|24788.02|USD|000002211|PO-2025232
5761055968|2025|08012025|07022025|MUM01 |MAT_626671_REV1|246.451|BOX|246.451||101|S|60562.48|INR|000009981|PO-2025258
5349366001|2025|21032025|12052025|IN02  |RMF-IND-714L|-1378.489|L|1378.489|L|122|H|137208.73|INR|000009981|
